ticket_id,user_id,customer,category,priority,description,attribute_list,sensitive_flag
0,11,3,1,2,"Hi,I am Brenda Ramos and my employee ID is EMP295-19-7008. 
I am having trouble with my hardware claim, my expense amount was $9,847.49 for reimbursement. 
My other details such as designation is Sports coach, userid denisewright and email is richardpeters@yahoo.com.",name ssn money job username mail,1
1,7,3,7,2,"I recently purchased Freezer for the amount $99.96 on date 1974-04-08, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 1999-09-28 from my home 430 Fernando Village
Hubbardmouth, VI 56360 and initiate a refund to my credit card 3554674844566402.",product_name money date date residence credit_card_number,1
2,43,2,0,2,"Hi team, I am not able to run Intuit in my system due to internal error. Please see the attached error and resolve the issue",software,0
3,59,1,1,3,"Hi, I need a corporate credit card for my international travel with the $1.25. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
4,94,3,4,2,"Dear team, I want more members in my team. The project requires more skilled employee for the early completion of client project. My employee id is 456-42-8456. Please initiate the recruitment under my project. thanks",ssn,1
5,182,2,2,3,"Hi, I need $4.88 for my international business travel that is on 2010-10-11 please see the attached itinerary and approval. Thank you.",money date,0
6,44,1,2,3,"Dear team, I am shifting to Kristafort from Dustinmouth due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
7,105,0,4,3,"Hi Team, can you please confirm whether on the 1996-09-21 we have a vacation or not as in my state it is a regional festival.",date,0
8,34,1,7,1,"Hi, I have a need of Waffle Iron in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
9,137,2,4,3,"Hi I am Patty Barr, currently working as Dancer. I want to upskill and move up the ladder. For that i need access to few educational resources listed below. Please approve the access for same",name job,1
10,55,4,3,2,"Hi team, I want a leave from 2005-09-27 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Rachel Campos, designation Museum/gallery exhibitions officer",date name job,1
11,177,3,7,2,"I recently purchased Washing Machine for the amount $5,975.00 on date 1991-08-08, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 2007-08-16 from my home 01804 Moore Forks Apt. 445
Jonesfort, CA 79385 and initiate a refund to my credit card 375996444237586.",product_name money date date residence credit_card_number,1
12,99,1,6,3,"Hi, I have been logged out of my account and cannot login back. my username is donnarichardson. Please resolve it.",username,0
13,121,3,2,1,"Hi, I need $4,873.03 for my international business travel that is on 2010-02-17 please see the attached itinerary and approval. Thank you.",money date,0
14,7,3,3,0,"Hi team, I want a leave from 2010-12-21 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Mary Sanchez, designation Administrator",date name job,1
15,105,0,2,3,"Hi,I am Brandon Owens and my employee ID is EMP321-26-9751. 
I am having trouble with my travel claim, my expense amount was $4.80 for reimbursement.
 My other details such as designation is Surveyor, building control and email is victorsnyder@yahoo.com. 
The payment was done with given credit card number 3535663892200281 and credit card type JCB 16 digit.",name ssn money job mail credit_card_number cc_provider,1
16,34,1,5,1,"Hi,I am Karen Williams and from PSC 3737, Box 1317
APO AE 32896. 
I am having trouble with my medical claim, my employee ID is EMP871-02-9485 and amount was $1.15. 
The payment was made through my credit card 4546411458480. 
My other details such as designation is Speech and language therapist email is vingram@gmail.com and postal code is 09735. 
Please resolve my issue asap.",name address ssn money credit_card_number job mail zip_code,1
17,158,2,6,2,"Hi team, I need access to the intern portal. please enable it for me.",,0
18,158,2,0,1,Hi team I want to access https://www.clark-glover.com/ website for research purpose kindly remove the site from the proxy,url,0
19,112,3,5,2,"hi, what are the documents needed for new enrollment in health insurance. Please guide me.",,0
20,160,1,5,2,"Hi, I had applied for the claim on 2007-01-09. I can see there is no progress on the claim. Please expedite the claim process.",date,0
