ticket_id,user_id,customer,category,priority,description,attribute_list,sensitive_flag
0,108,4,0,0,"Hi team, I want to upgrade the Ananconda for my project requirements. Kidly do the needful.",software,0
1,146,4,2,3,"Dear team, I am shifting to Lake William from South Julie due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
2,154,0,6,3,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
3,56,4,4,2,"Hi Team, I was wondering whether this Designer, multimedia is still available in this team. I want to refer my friend for this role. please confirm.",job,0
4,162,0,2,3,"Hi, I need $416.42 for my international business travel that is on 2023-06-15 please see the attached itinerary and approval. Thank you.",money date,0
5,99,0,3,3,"Hi, I have applied for the sick leave on 2018-09-08 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
6,23,4,2,2,"Dear team, I am shifting to Lake Mitchell from Nicholsland due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
7,96,3,7,2,"I recently purchased Domestic Robot for the amount $51.55 on date 1970-11-09, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 1974-08-01 from my home 3750 Christian Loop
Downston, DE 53311 and initiate a refund to my credit card 4854743934278658560.",product_name money date date residence credit_card_number,1
8,114,4,2,2,"Dear team, I am shifting to Jerryshire from Millerview due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
9,94,0,4,3,Hi HR team I want to refer my friend for the Land/geomatics surveyor but I cannot access the referral site. Can you please accept this referral through this mail.,job,0
10,65,4,7,3,"Hi, I have a need of Refrigerator in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
11,49,2,4,0,"Hi Team, I was wondering whether this Legal executive is still available in this team. I want to refer my friend for this role. please confirm.",job,0
12,0,4,4,2,Hi HR team I want to refer my friend for the Communications engineer but I cannot access the referral site. Can you please accept this referral through this mail.,job,0
13,77,0,7,2,"Hi team, I need the catalogue of available Dishwasher for purchase with the price listed. Please send me the catalogue.",product_name,0
14,111,0,3,3,"Hi team, I want a leave from 1993-01-07 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Daniel Nunez, designation Buyer, retail",date name job,1
15,29,1,0,0,"Hi team, I am not able to run Guidewire in my system due to internal error. Please see the attached error and resolve the issue",software,0
16,100,3,5,1,"Hi, I had applied for the claim on 1984-01-08. I can see there is no progress on the claim. Please expedite the claim process.",date,0
17,58,0,1,3,"Hi, my team needs a new Washing Machine for the project kindly help us to come up with the quote for the said product.",product_name,0
18,123,1,5,3,"hi, what are the documents needed for new enrollment in health insurance. Please guide me.",,0
19,190,3,0,3,Hi team I want to access https://www.reid.com/ website for research purpose kindly remove the site from the proxy,url,0
20,94,0,2,3,"Dear team, I am shifting to New Joshuaburgh from North Ambermouth due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
