ticket_id,user_id,customer,category,priority,description,attribute_list,sensitive_flag
0,71,4,6,2,"I am unable to log in to my account. My credentials are, username bonnietran, email bensontrevor@yahoo.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
1,94,4,3,0,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
2,37,1,6,3,"I have recently moved and would like to update my account information with my new address. My new address is 773 David Union
North Timothy, PW 99769. Please assist me with updating my account information.",residence,1
3,56,0,1,3,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
4,17,4,4,3,Hi HR team I want to refer my friend for the Warehouse manager but I cannot access the referral site. Can you please accept this referral through this mail.,job,0
5,74,0,1,3,I noticed unauthorized transactions on my credit card statement for the amount of $83.80 on 1980-04-18. The transactions are listed as Armstrong-May. I did not authorize these transactions and would like them to be reversed immediately to my credit card 374250976960079.,money date company credit_card_number,1
6,76,2,3,2,"Hi, I have applied for the sick leave on 2013-05-16 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
7,98,1,6,3,"Hi team, I need access to the intern portal. please enable it for me.",,0
8,102,2,7,2,"I am experiencing technical issues with Waffle Iron. It shows error code 500. I have tried troubleshooting by going through help documents, but the issue still persists. Please assist me in resolving the issue. My account details are: username gilbertjohnny, Email sharon72@yahoo.com.",product_name username mail,1
9,107,4,1,2,"Hi, I need a corporate credit card for my international travel with the $9,091.79. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
10,47,4,1,0,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
11,108,0,7,1,"Hi, can I make the payment of purchase of product by my personal credit card? I do not have corporate one issued yet.",,0
12,172,0,3,3,"Hi team, my be leave balance shown in the system is not correct as of 2010-08-05. The leave shown are less. Please resolve the issue.",date,0
13,197,1,2,3,"Hi,I am Maurice Wright and my employee ID is EMP464-35-0886. 
I am having trouble with my travel claim, my expense amount was $470.45 for reimbursement. 
My other details such as email is williamcharles@gmail.com and postal code is 75896 and account number is IXPY56360014221722. 
Please look into matter asap. My place of residence is 7312 Mayer Views
Pamelaland, ND 06268.",name ssn money mail zip_code bank_account_number address,1
14,59,0,5,3,"Hi, I had applied for the claim on 2003-10-13. I can see there is no progress on the claim. Please expedite the claim process.",date,0
15,79,3,7,3,"Hi, I have a need of Blender in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
16,117,3,3,3,"Hi team, my be leave balance shown in the system is not correct as of 2014-02-15. The leave shown are less. Please resolve the issue.",date,0
17,86,1,1,2,"Hi, I need a corporate credit card for my international travel with the $48.91. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
18,139,2,0,3,"Hi team, I am not able to run Acrobat Reader in my system due to internal error. Please see the attached error and resolve the issue",software,0
19,172,0,2,3,"Hi, I need $289.60 for my international business travel that is on 2009-06-22 please see the attached itinerary and approval. Thank you.",money date,0
20,106,2,6,3,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
21,190,1,1,3,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
22,199,1,3,1,"Hi, I have applied for the sick leave on 2002-09-11 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
23,154,0,1,1,"I noticed unauthorized transactions on my credit card statement for the amount of $5.21 on 1980-01-16. The transactions are listed as Fletcher, Moran and Lawson. I did not authorize these transactions and would like them to be reversed immediately to my credit card 676274705968.",money date company credit_card_number,1
24,85,0,3,2,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
25,24,2,6,2,"I have recently moved and would like to update my account information with my new address. My new address is 14418 Gordon Shoals Suite 397
West Seanhaven, WV 72916. Please assist me with updating my account information.",residence,1
26,6,3,1,3,"Hi, I need a corporate credit card for my international travel with the $48.92. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
27,127,4,4,1,Hi HR team I want to refer my friend for the Amenity horticulturist but I cannot access the referral site. Can you please accept this referral through this mail.,job,0
28,131,1,1,3,"Hi, I need a corporate credit card for my international travel with the $8,605.79. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
29,84,2,2,1,"Dear team, I am shifting to North James from Ianside due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
30,149,3,7,3,"Hi team, I need the catalogue of available Sewing Machine for purchase with the price listed. Please send me the catalogue.",product_name,0
31,137,3,1,2,"Hi, I need a corporate credit card for my international travel with the $0.53. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
32,177,4,0,3,"Hi, I need to the installation of Gainsight for development purpose of my project.",software,0
33,18,3,5,3,Hi I want to apply for the cashless mode of hospitalization. please provide me the list of hospital that provide cashless mode in my city East Shawn.,city,0
34,48,4,2,3,"Hi,I am Pamela Moreno and my employee ID is EMP505-83-3083. 
I am having trouble with my travel claim, my expense amount was $63,074.25 for reimbursement.
 My other details such as designation is Emergency planning/management officer and email is kristinaingram@hotmail.com. 
The payment was done with given credit card number 4538073218580061674 and credit card type VISA 16 digit.",name ssn money job mail credit_card_number cc_provider,1
35,61,4,4,3,"Hi team, I want to avail the maternity benefit from 2010-01-08. My employee ID is 672-64-5272 and designation is Engineer, electrical. Kindly approve the same. Ihave attched the required documents. PFA",date ssn job,1
36,97,0,2,3,"Hi, I need $353.30 for my international business travel that is on 2009-01-04 please see the attached itinerary and approval. Thank you.",money date,0
37,44,2,2,3,"Hi,I am Jennifer Edwards and my employee ID is EMP297-70-1739. 
I am having trouble with my travel claim, my expense amount was $5,493.28 for reimbursement.
 My other details such as designation is Immunologist and email is cheyennesherman@gmail.com. 
The payment was done with given credit card number 3533575904167500 and credit card type JCB 15 digit.",name ssn money job mail credit_card_number cc_provider,1
38,31,0,3,2,"Hi team, I am Frank Wade, employee id 712-23-1172. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
39,73,0,7,2,"I am experiencing technical issues with Vacuum Cleaner. It shows error code 500. I have tried troubleshooting by going through help documents, but the issue still persists. Please assist me in resolving the issue. My account details are: username fbutler, Email robertlong@hotmail.com.",product_name username mail,1
40,32,2,6,0,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
41,100,3,2,1,"Dear team, I am shifting to Gomezland from Lake Joseph due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
42,159,0,7,3,"Hi, I have a need of Garbage Disposal Unit in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
43,97,0,0,2,"Hi, I need to the installation of Microsoft Office suite for development purpose of my project.",software,0
44,11,4,2,3,"Hi, I need $219.87 for my international business travel that is on 2020-05-11 please see the attached itinerary and approval. Thank you.",money date,0
45,174,4,2,1,"Hi,I am Jamie May and my employee ID is EMP348-21-4026. 
I am having trouble with my travel claim, my expense amount was $69.99 for reimbursement.
 My other details such as designation is Surveyor, building and email is bruce26@hotmail.com. 
The payment was done with given credit card number 2241881525562755 and credit card type Maestro.",name ssn money job mail credit_card_number cc_provider,1
46,90,2,7,1,"Hi, can I make the payment of purchase of product by my personal credit card? I do not have corporate one issued yet.",,0
47,107,4,5,2,"Hi,I am Michelle Kennedy and my employee ID is EMP502-13-7446 from Sexton-Gomez. 
I am having trouble with health account, my National Health Scheme number is 502-13-7446 and amount was $60,518.22. 
My other details such as email is wbrown@hotmail.com and postal code is 87142. 
Please look into matter. My place of residence is 155 Mark Tunnel Suite 406
North Francisco, MD 47747.",name ssn company ssn money mail zip_code address,1
48,150,4,7,2,"Hi, I have a need of Washing Machine in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
49,168,4,1,3,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
50,56,0,0,3,Hi team my mailbox is full and I need require more storage for my mailbox. I cannot delete existing mail as they are important client mails,,0
51,29,2,3,2,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
52,103,4,2,3,"Hi,I am Michael Hart and my employee ID is EMP691-17-6541. 
I am having trouble with my travel claim, my expense amount was $50.23 for reimbursement.
 My other details such as designation is Forensic scientist and email is joshua89@hotmail.com. 
The payment was done with given credit card number 4139776992723073 and credit card type Diners Club / Carte Blanche.",name ssn money job mail credit_card_number cc_provider,1
53,108,0,3,3,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
54,45,2,6,3,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
55,179,1,4,3,"Dear team, I want more members in my team. The project requires more skilled employee for the early completion of client project. My employee id is 158-74-3811. Please initiate the recruitment under my project. thanks",ssn,1
56,167,1,2,1,"Dear team, I am shifting to South Timothyburgh from West Karamouth due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
57,20,2,3,2,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
58,89,1,5,0,"Hi, I had applied for the claim on 2001-01-21. I can see there is no progress on the claim. Please expedite the claim process.",date,0
59,85,0,6,0,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
60,188,3,3,1,"Hi team, I am Larry Wilson, employee id 106-90-4563. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
61,14,2,6,3,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
62,192,4,3,2,"Hi team, my be leave balance shown in the system is not correct as of 1987-11-09. The leave shown are less. Please resolve the issue.",date,0
63,83,0,1,2,"I made a payment of $13,078.59 for my account on 2006-04-10, but it has not been credited yet. The payment was made using my credit card 213126962263717. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is cisneroskaren@gmail.com and phone number is 0650087915210",money date credit_card_number mail phone_number,1
64,135,3,3,3,"Hi team, my be leave balance shown in the system is not correct as of 1991-09-12. The leave shown are less. Please resolve the issue.",date,0
65,125,4,2,3,"Hi, I need $744.07 for my international business travel that is on 2010-04-24 please see the attached itinerary and approval. Thank you.",money date,0
66,48,4,1,0,"Hi, my team needs a new Freezer for the project kindly help us to come up with the quote for the said product.",product_name,0
67,100,3,4,2,"Hi HR team I want to refer my friend for the Teacher, early years/pre but I cannot access the referral site. Can you please accept this referral through this mail.",job,0
68,156,4,7,2,"Hi team, I need the catalogue of available Ceiling Fan for purchase with the price listed. Please send me the catalogue.",product_name,0
69,186,3,6,1,"Hi team, I need access to the intern portal. please enable it for me.",,0
70,109,3,2,3,"Hi,I am Brian Thomas and my employee ID is EMP276-97-9019. 
I am having trouble with my travel claim, my expense amount was $1,792.61 for reimbursement.
 My other details such as designation is Surveyor, quantity and email is stevensalazar@hotmail.com. 
The payment was done with given credit card number 180098167920210 and credit card type JCB 16 digit.",name ssn money job mail credit_card_number cc_provider,1
71,76,2,0,1,Hi team my mailbox is full and I need require more storage for my mailbox. I cannot delete existing mail as they are important client mails,,0
72,192,4,6,2,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
73,44,2,1,2,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
74,21,1,2,1,"Dear team, I am shifting to West Anthonymouth from Laurenland due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
75,125,4,1,2,"I made a payment of $63,965.58 for my account on 1996-01-23, but it has not been credited yet. The payment was made using my credit card 378732394282695. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is princeadam@gmail.com and phone number is 1322454290151",money date credit_card_number mail phone_number,1
76,70,2,7,2,"Hi team, I need the catalogue of available Domestic Robot for purchase with the price listed. Please send me the catalogue.",product_name,0
77,106,2,1,3,"Hi, I need a corporate credit card for my international travel with the $898.01. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
78,161,4,1,1,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
79,97,0,4,2,"Dear team, I want more members in my team. The project requires more skilled employee for the early completion of client project. My employee id is 550-36-4409. Please initiate the recruitment under my project. thanks",ssn,1
80,8,3,7,3,"Hi, I have a need of Air Purifier in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
81,161,4,1,2,"I made a payment of $4.54 for my account on 2007-04-05, but it has not been credited yet. The payment was made using my credit card 6011718256793374. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is piercebryan@gmail.com and phone number is 0603120149223",money date credit_card_number mail phone_number,1
82,55,3,1,3,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
83,90,2,4,3,"Hi HR team I want to refer my friend for the Surveyor, commercial/residential but I cannot access the referral site. Can you please accept this referral through this mail.",job,0
84,4,0,6,0,"Hi team, I need access to the intern portal. please enable it for me.",,0
85,50,0,2,3,"Hi,I am Derrick Everett and my employee ID is EMP889-09-3359. 
I am having trouble with my travel claim, my expense amount was $4,430.90 for reimbursement.
 My other details such as designation is Licensed conveyancer and email is stephanie18@gmail.com. 
The payment was done with given credit card number 2267799142571075 and credit card type VISA 13 digit.",name ssn money job mail credit_card_number cc_provider,1
86,31,0,0,3,"Hi, I need to the installation of Procore for development purpose of my project.",software,0
87,139,2,7,3,"Hi team, I need the catalogue of available Waffle Iron for purchase with the price listed. Please send me the catalogue.",product_name,0
88,140,3,7,3,"Hi team, I need the catalogue of available Humidifier for purchase with the price listed. Please send me the catalogue.",product_name,0
89,196,1,0,2,Hi team I want to access http://www.lynch.com/ website for research purpose kindly remove the site from the proxy,url,0
90,169,1,2,3,"Hi, I need $48.64 for my international business travel that is on 1974-09-06 please see the attached itinerary and approval. Thank you.",money date,0
91,175,0,3,3,"Hi team, my be leave balance shown in the system is not correct as of 2016-07-12. The leave shown are less. Please resolve the issue.",date,0
92,111,3,3,0,"Hi team, my be leave balance shown in the system is not correct as of 1972-08-31. The leave shown are less. Please resolve the issue.",date,0
93,189,4,6,3,"Hi, I have been logged out of my account and cannot login back. my username is molinazachary. Please resolve it.",username,0
94,148,0,2,3,"Hi, I need $9.54 for my international business travel that is on 2022-07-11 please see the attached itinerary and approval. Thank you.",money date,0
95,95,2,2,2,"Hi, I need $68,856.39 for my international business travel that is on 2019-06-05 please see the attached itinerary and approval. Thank you.",money date,0
96,148,0,1,3,"Hi, my team needs a new Washing Machine for the project kindly help us to come up with the quote for the said product.",product_name,0
97,190,1,7,2,"Hi team, I need the catalogue of available Dehumidifier for purchase with the price listed. Please send me the catalogue.",product_name,0
