ticket_id,user_id,customer,category,priority,description,attribute_list,sensitive_flag
0,105,2,5,2,"Hi,I am Joshua Henry and I work in Walker-Johnson. My employee ID is EMP191-07-6529. 
I am having trouble with health account, my userid is pam88 and amount was $2.03. 
My postal code is 48755. My country of residence is 8377 Seth Burgs Suite 988
West Hailey, CO 64640. 
Please look into matter asap.",name company ssn username money zip_code address,1
1,113,0,1,2,"Hi, my team needs a new Air Purifier for the project kindly help us to come up with the quote for the said product.",product_name,0
2,179,4,6,2,"I have recently moved and would like to update my account information with my new address. My new address is 2576 Natalie Creek Apt. 604
New Morganberg, LA 17157. Please assist me with updating my account information.",residence,1
3,29,0,6,2,"I am unable to log in to my account. My credentials are, username mooneyvictor, email rebeccabrown@gmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
4,33,2,7,2,"Hi team, I need the catalogue of available Heater for purchase with the price listed. Please send me the catalogue.",product_name,0
5,171,3,4,3,"Hi HR team I want to refer my friend for the Engineer, communications but I cannot access the referral site. Can you please accept this referral through this mail.",job,0
6,82,4,6,3,"Hi, I have been logged out of my account and cannot login back. my username is uhouse. Please resolve it.",username,0
7,175,3,2,3,"Dear team, I am shifting to Vegaland from Tiffanyville due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
8,178,3,0,2,Hi team I want to access http://fisher-hunter.com/ website for research purpose kindly remove the site from the proxy,url,0
9,23,4,5,3,"hi, what are the documents needed for new enrollment in health insurance. Please guide me.",,0
10,51,4,1,2,"I made a payment of $66.70 for my account on 2001-11-24, but it has not been credited yet. The payment was made using my credit card 213135451324534. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is gbennett@hotmail.com and phone number is 5908807710298",money date credit_card_number mail phone_number,1
11,39,4,7,3,"Hi team, I need the catalogue of available Dehumidifier for purchase with the price listed. Please send me the catalogue.",product_name,0
12,197,3,7,3,"I recently purchased Domestic Robot for the amount $350.74 on date 2019-05-06, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 2012-09-01 from my home 48087 Jones Shores
Kellyside, AZ 50434 and initiate a refund to my credit card 4055483836920565.",product_name money date date residence credit_card_number,1
13,6,4,1,3,"Hi, I need a corporate credit card for my international travel with the $0.32. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
14,172,2,0,3,Hi team my mailbox is full and I need require more storage for my mailbox. I cannot delete existing mail as they are important client mails,,0
15,154,0,2,2,"Dear team, I am shifting to Leemouth from New Kimberlyburgh due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
16,57,3,6,0,"I am unable to log in to my account. My credentials are, username monicaferguson, email selenabass@gmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
17,156,2,3,2,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
18,159,0,6,2,"Hi team, I need access to the intern portal. please enable it for me.",,0
19,111,2,3,3,"Hi team, my be leave balance shown in the system is not correct as of 2022-08-30. The leave shown are less. Please resolve the issue.",date,0
20,38,4,7,3,"Hi, can I make the payment of purchase of product by my personal credit card? I do not have corporate one issued yet.",,0
21,49,4,6,3,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
22,88,4,6,2,"Hi team, I need access to the intern portal. please enable it for me.",,0
23,100,1,0,1,Hi team my mailbox is full and I need require more storage for my mailbox. I cannot delete existing mail as they are important client mails,,0
24,74,0,1,2,"I made a payment of $1.73 for my account on 1982-04-30, but it has not been credited yet. The payment was made using my credit card 503872763316. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is hmckenzie@hotmail.com and phone number is 9908955802353",money date credit_card_number mail phone_number,1
25,196,1,4,2,Hi HR team I want to refer my friend for the Telecommunications researcher but I cannot access the referral site. Can you please accept this referral through this mail.,job,0
26,185,0,6,3,"I have recently moved and would like to update my account information with my new address. My new address is 357 Ray Branch
New Nicholas, MA 53835. Please assist me with updating my account information.",residence,1
27,172,2,4,1,"Hi I am Todd Bolton, currently working as Scientist, audiological. I want to upskill and move up the ladder. For that i need access to few educational resources listed below. Please approve the access for same",name job,1
28,14,2,1,2,"Hi,I am Samantha Smith and my employee ID is EMP679-31-7845. 
I am having trouble with my hardware claim, my expense amount was $526.34 for reimbursement. 
My other details such as designation is Engineer, maintenance, userid katieesparza and email is ann54@hotmail.com.",name ssn money job username mail,1
29,155,2,6,1,"I have recently moved and would like to update my account information with my new address. My new address is 5914 Robinson Roads Suite 952
Franklinshire, MN 24180. Please assist me with updating my account information.",residence,1
30,126,1,6,2,"I am unable to log in to my account. My credentials are, username vbraun, email cartershannon@yahoo.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
31,17,2,0,3,Hi team my mailbox is full and I need require more storage for my mailbox. I cannot delete existing mail as they are important client mails,,0
32,197,3,4,2,Hi HR team I want to refer my friend for the Risk analyst but I cannot access the referral site. Can you please accept this referral through this mail.,job,0
33,118,0,1,2,I noticed unauthorized transactions on my credit card statement for the amount of $302.40 on 1984-02-12. The transactions are listed as Simpson-Moore. I did not authorize these transactions and would like them to be reversed immediately to my credit card 6566291388951673.,money date company credit_card_number,1
34,29,0,7,3,"I recently purchased Washing Machine for the amount $9.58 on date 2023-04-19, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 1989-07-25 from my home 152 Darren Port
Rogerstown, MT 94224 and initiate a refund to my credit card 30591565122175.",product_name money date date residence credit_card_number,1
35,89,1,4,2,"Hi I am Tiffany Diaz, currently working as Fisheries officer. I want to upskill and move up the ladder. For that i need access to few educational resources listed below. Please approve the access for same",name job,1
36,27,4,1,1,"Hi, I need a corporate credit card for my international travel with the $96,928.95. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
37,178,3,2,3,"Hi,I am Jeremy Rodriguez and my employee ID is EMP877-41-6896. 
I am having trouble with my travel claim, my expense amount was $1,372.23 for reimbursement. 
My other details such as email is angela73@hotmail.com and postal code is 15564 and account number is SRNH90829415315580. 
Please look into matter asap. My place of residence is 7332 Cory Lodge Apt. 026
Port Elizabeth, OH 84039.",name ssn money mail zip_code bank_account_number address,1
38,32,1,6,2,"I have recently moved and would like to update my account information with my new address. My new address is 420 Gilbert Junctions
Johnhaven, KY 96913. Please assist me with updating my account information.",residence,1
39,197,3,5,1,"Hi,I am Rebecca Mercado and from 83970 Sabrina Ferry
Thomasport, AL 21911. 
I am having trouble with my medical claim, my employee ID is EMP554-86-8279 and amount was $3.62. 
The payment was made through my credit card 3587501677083471. 
My other details such as designation is Risk analyst email is caldwellselena@hotmail.com and postal code is 50434. 
Please resolve my issue asap.",name address ssn money credit_card_number job mail zip_code,1
40,167,1,5,3,"Hi, I had applied for the claim on 1985-06-06. I can see there is no progress on the claim. Please expedite the claim process.",date,0
