ticket_id,user_id,customer,category,priority,description,attribute_list,sensitive_flag
0,139,1,6,2,"I am unable to log in to my account. My credentials are, username allenbrenda, email vaughancarrie@gmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
1,155,0,6,2,"I am unable to log in to my account. My credentials are, username kaitlyn08, email burkemaurice@gmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
2,7,4,7,3,"I recently purchased Dehumidifier for the amount $1,311.14 on date 1972-09-20, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 1990-01-28 from my home USNS Christensen
FPO AP 19788 and initiate a refund to my credit card 2325882753667489.",product_name money date date residence credit_card_number,1
3,3,1,0,3,"Hi, I want the installation of python package conda. It is required for the development. I am attaching the approval of my manager. PFA. Thank you",python_package,1
4,183,0,2,3,"Hi,I am Scott Diaz and my employee ID is EMP756-70-3828. 
I am having trouble with my travel claim, my expense amount was $65,581.11 for reimbursement. 
My other details such as email is warnerthomas@gmail.com and postal code is 46718 and account number is BKSC25794301372875. 
Please look into matter asap. My place of residence is 7740 Krueger Forge Apt. 590
Lake Collinmouth, NJ 99944.",name ssn money mail zip_code bank_account_number address,1
5,115,2,1,2,"I made a payment of $27,836.41 for my account on 1974-07-20, but it has not been credited yet. The payment was made using my credit card 4091289461861222. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is lauren12@hotmail.com and phone number is 8863601552219",money date credit_card_number mail phone_number,1
6,131,3,2,3,"Hi,I am James Black and my employee ID is EMP369-03-6232. 
I am having trouble with my travel claim, my expense amount was $78.00 for reimbursement.
 My other details such as designation is Sub and email is jbryan@hotmail.com. 
The payment was done with given credit card number 3564096566885810 and credit card type American Express.",name ssn money job mail credit_card_number cc_provider,1
7,65,2,1,3,"I noticed unauthorized transactions on my credit card statement for the amount of $249.42 on 1990-04-28. The transactions are listed as Eaton, Young and Hull. I did not authorize these transactions and would like them to be reversed immediately to my credit card 4516126239849633.",money date company credit_card_number,1
8,56,0,1,3,"Hi,I am Deanna Zavala and my employee ID is EMP333-48-9141. 
I am having trouble with my hardware claim, my expense amount was $34.46 for reimbursement. 
My other details such as designation is Barista, userid kathleen97 and email is zachary72@gmail.com.",name ssn money job username mail,1
9,140,1,0,3,"Hi, I want the installation of python package Django. It is required for the development. I am attaching the approval of my manager. PFA. Thank you",python_package,1
10,186,0,3,3,"Hi team, I want a leave from 2004-02-05 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Joseph Ortiz, designation Conservator, museum/gallery",date name job,1
11,40,3,3,2,"Hi team, I am Sharon Horton, employee id 832-74-8118. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
12,161,0,3,3,"Hi team, I am Kyle Bowman, employee id 342-69-3165. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
13,125,4,2,3,"Hi,I am Paul Baker and my employee ID is EMP662-61-1432. 
I am having trouble with my travel claim, my expense amount was $81.75 for reimbursement. 
My other details such as email is meyerariana@yahoo.com and postal code is 13827 and account number is RNZF53482942474555. 
Please look into matter asap. My place of residence is 38305 Andrew Circle
Port Georgemouth, OK 60010.",name ssn money mail zip_code bank_account_number address,1
14,184,1,4,3,"Dear team, I want more members in my team. The project requires more skilled employee for the early completion of client project. My employee id is 689-44-3948. Please initiate the recruitment under my project. thanks",ssn,1
15,85,2,1,3,"I made a payment of $97,966.86 for my account on 2014-01-02, but it has not been credited yet. The payment was made using my credit card 30541207003192. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is ahoward@yahoo.com and phone number is 9826277491694",money date credit_card_number mail phone_number,1
16,104,2,7,1,"I am experiencing technical issues with Dishwasher. It shows error code 500. I have tried troubleshooting by going through help documents, but the issue still persists. Please assist me in resolving the issue. My account details are: username tannerwarren, Email travis29@gmail.com.",product_name username mail,1
17,134,3,4,3,"Hi team, I want to avail the maternity benefit from 1970-05-18. My employee ID is 064-15-4594 and designation is Technical sales engineer. Kindly approve the same. Ihave attched the required documents. PFA",date ssn job,1
