ticket_id,user_id,customer,category,priority,description,attribute_list,sensitive_flag
0,1,1,6,3,"Hi team, I need access to the intern portal. please enable it for me.",,0
1,195,0,0,2,"Hi team, I am not able to run Procore in my system due to internal error. Please see the attached error and resolve the issue",software,0
2,180,2,6,2,"Hi, I have been logged out of my account and cannot login back. my username is timothy17. Please resolve it.",username,0
3,22,0,7,0,"Hi, I have a need of Sewing Machine in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
4,176,1,5,2,Hi I want to apply for the cashless mode of hospitalization. please provide me the list of hospital that provide cashless mode in my city Port Megan.,city,0
5,76,2,4,1,Hi HR team I want to refer my friend for the Engineering geologist but I cannot access the referral site. Can you please accept this referral through this mail.,job,0
6,80,3,5,3,"hi, what are the documents needed for new enrollment in health insurance. Please guide me.",,0
7,82,2,1,2,"Hi, I need a corporate credit card for my international travel with the $15,699.05. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
8,157,2,0,3,Hi team my mailbox is full and I need require more storage for my mailbox. I cannot delete existing mail as they are important client mails,,0
9,122,2,3,1,"Hi, I have applied for the sick leave on 2017-09-01 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
10,36,4,5,3,Hi I want to apply for the cashless mode of hospitalization. please provide me the list of hospital that provide cashless mode in my city Port Laurenview.,city,0
11,142,3,0,2,Hi team I want to access https://duarte-dixon.net/ website for research purpose kindly remove the site from the proxy,url,0
12,77,0,0,2,"Hi, I need to the installation of Jira for development purpose of my project.",software,0
13,64,3,0,3,"Hi team, I want to upgrade the Jira for my project requirements. Kidly do the needful.",software,0
14,82,2,4,2,"Hi Team, can you please confirm whether on the 1980-08-30 we have a vacation or not as in my state it is a regional festival.",date,0
15,145,2,4,2,"Hi Team, can you please confirm whether on the 1970-07-14 we have a vacation or not as in my state it is a regional festival.",date,0
16,183,3,4,2,"Hi Team, can you please confirm whether on the 1995-12-10 we have a vacation or not as in my state it is a regional festival.",date,0
17,35,3,1,2,"Hi, I need a corporate credit card for my international travel with the $6,949.06. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
18,179,1,3,3,"Hi, I have applied for the sick leave on 2019-12-28 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
19,151,4,1,2,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
20,27,3,2,3,"Hi, I need $39.36 for my international business travel that is on 1993-04-22 please see the attached itinerary and approval. Thank you.",money date,0
21,82,2,7,2,"Hi team, I need the catalogue of available Garbage Disposal Unit for purchase with the price listed. Please send me the catalogue.",product_name,0
22,57,2,6,3,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
23,179,1,3,3,"Hi team, my be leave balance shown in the system is not correct as of 1984-06-01. The leave shown are less. Please resolve the issue.",date,0
24,173,3,1,1,"Hi, I need a corporate credit card for my international travel with the $197.12. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
25,22,0,2,3,"Dear team, I am shifting to West Stephen from Griffinview due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
26,131,1,6,3,"Hi, I have been logged out of my account and cannot login back. my username is bradleycampbell. Please resolve it.",username,0
27,175,3,5,3,"hi, what are the documents needed for new enrollment in health insurance. Please guide me.",,0
28,76,2,3,2,"Hi team, my be leave balance shown in the system is not correct as of 1996-09-01. The leave shown are less. Please resolve the issue.",date,0
29,165,2,1,3,"Hi, my team needs a new Dehumidifier for the project kindly help us to come up with the quote for the said product.",product_name,0
30,3,4,4,1,"Hi Team, can you please confirm whether on the 2014-12-04 we have a vacation or not as in my state it is a regional festival.",date,0
31,87,2,5,3,"hi, what are the documents needed for new enrollment in health insurance. Please guide me.",,0
32,67,0,3,0,"Hi, I have applied for the sick leave on 2022-03-28 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
33,109,0,6,3,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
34,25,1,6,3,"Hi team, I need access to the intern portal. please enable it for me.",,0
35,129,4,0,2,"Hi team, I want to upgrade the DocSend for my project requirements. Kidly do the needful.",software,0
36,72,3,6,1,"Hi, I have been logged out of my account and cannot login back. my username is fyoung. Please resolve it.",username,0
37,63,2,1,3,"Hi, I need a corporate credit card for my international travel with the $2.46. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
38,120,0,3,0,"Hi, I have applied for the sick leave on 2020-12-16 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
39,31,2,1,3,"Hi, my team needs a new Refrigerator for the project kindly help us to come up with the quote for the said product.",product_name,0
40,142,3,6,0,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
41,161,1,6,3,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
42,30,0,1,3,"Hi, I need a corporate credit card for my international travel with the $51.59. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
43,54,2,3,3,"Hi, I have applied for the sick leave on 1985-06-15 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
44,144,0,6,3,"Hi team, I need access to the intern portal. please enable it for me.",,0
45,106,4,1,1,"Hi, I need a corporate credit card for my international travel with the $485.89. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
46,172,2,0,3,Hi team I want to access https://wilson.biz/ website for research purpose kindly remove the site from the proxy,url,0
47,177,2,7,2,"Hi, can I make the payment of purchase of product by my personal credit card? I do not have corporate one issued yet.",,0
48,53,2,2,2,"Dear team, I am shifting to Jonesville from New Seantown due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
49,155,1,5,3,Hi I want to apply for the cashless mode of hospitalization. please provide me the list of hospital that provide cashless mode in my city Osborneville.,city,0
50,47,2,3,2,"Hi team, my be leave balance shown in the system is not correct as of 2002-08-08. The leave shown are less. Please resolve the issue.",date,0
51,102,2,6,3,"Hi team, I need access to the intern portal. please enable it for me.",,0
52,4,0,5,2,"Hi, I had applied for the claim on 2019-05-19. I can see there is no progress on the claim. Please expedite the claim process.",date,0
53,9,2,0,3,"Hi team, I want to upgrade the Ananconda for my project requirements. Kidly do the needful.",software,0
54,169,4,1,1,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
55,35,3,4,2,"Hi Team, I was wondering whether this Accounting technician is still available in this team. I want to refer my friend for this role. please confirm.",job,0
56,187,1,6,2,"Hi, I have been logged out of my account and cannot login back. my username is kimberly88. Please resolve it.",username,0
57,29,1,3,3,"Hi team, my be leave balance shown in the system is not correct as of 1981-01-25. The leave shown are less. Please resolve the issue.",date,0
58,36,4,2,2,"Hi, I need $7.31 for my international business travel that is on 2007-06-26 please see the attached itinerary and approval. Thank you.",money date,0
59,23,1,7,3,"Hi, can I make the payment of purchase of product by my personal credit card? I do not have corporate one issued yet.",,0
60,2,2,3,3,"Hi, I have applied for the sick leave on 1978-08-10 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
61,83,0,5,0,Hi I want to apply for the cashless mode of hospitalization. please provide me the list of hospital that provide cashless mode in my city New Albertburgh.,city,0
62,187,1,3,1,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
63,109,0,4,3,"Hi HR team I want to refer my friend for the Runner, broadcasting/film/video but I cannot access the referral site. Can you please accept this referral through this mail.",job,0
64,116,1,5,2,Hi I want to apply for the cashless mode of hospitalization. please provide me the list of hospital that provide cashless mode in my city North Tracy.,city,0
65,44,2,5,1,"hi, what are the documents needed for new enrollment in health insurance. Please guide me.",,0
66,199,2,1,2,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
67,90,4,0,0,"Hi team, I want to upgrade the Cornerstone for my project requirements. Kidly do the needful.",software,0
68,105,2,3,2,"Hi, I have applied for the sick leave on 1994-03-08 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
69,127,3,1,1,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
70,94,1,5,3,"Hi, I had applied for the claim on 2019-06-26. I can see there is no progress on the claim. Please expedite the claim process.",date,0
71,0,3,1,3,"Hi, I need a corporate credit card for my international travel with the $8.71. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
72,156,2,7,3,"Hi, I have a need of Washing Machine in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
73,68,3,6,2,"Hi team, I need access to the intern portal. please enable it for me.",,0
74,104,1,4,2,"Hi Team, I was wondering whether this Engineer, electronics is still available in this team. I want to refer my friend for this role. please confirm.",job,0
75,12,0,5,3,"hi, what are the documents needed for new enrollment in health insurance. Please guide me.",,0
76,65,2,2,1,"Dear team, I am shifting to Mullinstown from South Williamfort due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
77,33,2,4,2,"Hi Team, I was wondering whether this Mudlogger is still available in this team. I want to refer my friend for this role. please confirm.",job,0
78,95,0,5,2,"hi, what are the documents needed for new enrollment in health insurance. Please guide me.",,0
79,20,0,3,3,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
80,108,2,6,2,"Hi, I have been logged out of my account and cannot login back. my username is hernandezkevin. Please resolve it.",username,0
81,183,3,6,3,"Hi, I have been logged out of my account and cannot login back. my username is powens. Please resolve it.",username,0
82,99,1,2,3,"Hi, I need $1.46 for my international business travel that is on 2022-07-22 please see the attached itinerary and approval. Thank you.",money date,0
83,96,2,1,3,"Hi, my team needs a new Oven for the project kindly help us to come up with the quote for the said product.",product_name,0
84,45,2,3,2,"Hi team, my be leave balance shown in the system is not correct as of 1985-07-06. The leave shown are less. Please resolve the issue.",date,0
85,150,3,0,3,"Hi, I need to the installation of Microsoft Office suite for development purpose of my project.",software,0
86,104,1,0,2,"Hi team, I am not able to run Acrobat Reader in my system due to internal error. Please see the attached error and resolve the issue",software,0
87,120,0,4,3,Hi HR team I want to refer my friend for the Race relations officer but I cannot access the referral site. Can you please accept this referral through this mail.,job,0
88,126,4,4,3,"Hi Team, can you please confirm whether on the 1979-09-11 we have a vacation or not as in my state it is a regional festival.",date,0
89,34,0,6,2,"Hi, I have been logged out of my account and cannot login back. my username is cindy47. Please resolve it.",username,0
90,134,3,5,3,Hi I want to apply for the cashless mode of hospitalization. please provide me the list of hospital that provide cashless mode in my city East Sean.,city,0
91,12,0,4,3,"Hi Team, I was wondering whether this Control and instrumentation engineer is still available in this team. I want to refer my friend for this role. please confirm.",job,0
92,37,0,3,3,"Hi team, my be leave balance shown in the system is not correct as of 1996-06-06. The leave shown are less. Please resolve the issue.",date,0
