ticket_id,user_id,customer,category,priority,description,attribute_list,sensitive_flag
0,136,4,7,2,"Hi, can I make the payment of purchase of product by my personal credit card? I do not have corporate one issued yet.",,0
1,25,4,6,2,"I am unable to log in to my account. My credentials are, username leedeanna, email michaelbullock@hotmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
2,103,3,2,3,"Hi,I am Bryce Bentley and my employee ID is EMP351-07-9872. 
I am having trouble with my travel claim, my expense amount was $27,884.59 for reimbursement. 
My other details such as email is jessica75@yahoo.com and postal code is 51729 and account number is ABMA00177404586722. 
Please look into matter asap. My place of residence is 81309 Megan Fork
North Lori, PA 98604.",name ssn money mail zip_code bank_account_number address,1
3,95,1,0,2,"hi team, I am Nathan Jordan and my employee id is 277-17-5337. I need the installation of DocSend for the development purpose. I have attached required approvals in the attachment. thank you.",name ssn software,1
4,48,3,1,0,"Hi, my team needs a new Sewing Machine for the project kindly help us to come up with the quote for the said product.",product_name,0
5,87,0,6,0,"I have recently moved and would like to update my account information with my new address. My new address is 8441 Escobar Locks
New Leahchester, RI 49731. Please assist me with updating my account information.",residence,1
6,146,1,7,3,"I recently purchased Air Purifier for the amount $32.86 on date 1985-03-02, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 1971-10-19 from my home 68602 Graves Throughway Suite 504
New Amyberg, TX 53707 and initiate a refund to my credit card 30185339255450.",product_name money date date residence credit_card_number,1
7,167,0,3,3,"Hi team, I am Jennifer Crawford, employee id 137-16-6237. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
8,88,4,4,2,"Dear team, I want more members in my team. The project requires more skilled employee for the early completion of client project. My employee id is 854-71-8748. Please initiate the recruitment under my project. thanks",ssn,1
9,12,3,7,0,"Hi, I have a need of Oven in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
10,139,2,3,3,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
11,158,2,3,2,"Hi team, I want a leave from 1974-10-27 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:James Rivera, designation Holiday representative",date name job,1
12,9,0,3,2,"Hi team, I am Susan Vasquez, employee id 695-46-9663. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
13,193,2,5,3,"Hi,I am Sheryl Mccoy and from 995 Walsh Stream
Edwardshaven, FM 25045. 
I am having trouble with my medical claim, my employee ID is EMP315-85-2968 and amount was $615.52. 
The payment was made through my credit card 3545067818999943. 
My other details such as designation is Production designer, theatre/television/film email is phillipsanthony@hotmail.com and postal code is 40757. 
Please resolve my issue asap.",name address ssn money credit_card_number job mail zip_code,1
14,2,1,7,2,"I recently purchased Waffle Iron for the amount $749.60 on date 1979-05-06, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 1976-11-07 from my home 4021 Adams Cliff
Shawmouth, WV 52508 and initiate a refund to my credit card 6011342821811486.",product_name money date date residence credit_card_number,1
15,179,3,0,1,Hi team I want to access https://www.mueller-lewis.net/ website for research purpose kindly remove the site from the proxy. My employee id is 247-20-8037 and my profile is Radio broadcast assistant.,url ssn job,1
16,140,0,1,2,"I made a payment of $7,767.49 for my account on 1993-06-26, but it has not been credited yet. The payment was made using my credit card 30395578625749. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is weaversusan@hotmail.com and phone number is 7668560165625",money date credit_card_number mail phone_number,1
17,38,2,6,3,"I have recently moved and would like to update my account information with my new address. My new address is 554 Crawford Lights Apt. 981
Rodriguezfort, NY 62499. Please assist me with updating my account information.",residence,1
18,68,0,0,2,"hi team, I am Ashley Hamilton and my employee id is 317-74-8335. I need the installation of iCIMS for the development purpose. I have attached required approvals in the attachment. thank you.",name ssn software,1
19,49,0,1,2,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
20,28,3,0,2,"hi team, I am Matthew Brown and my employee id is 061-51-9563. I need the installation of Qualtrics for the development purpose. I have attached required approvals in the attachment. thank you.",name ssn software,1
21,194,1,6,3,"I have recently moved and would like to update my account information with my new address. My new address is 0695 Burke Walk
North Mckenziebury, FL 90152. Please assist me with updating my account information.",residence,1
22,32,0,1,0,"Hi,I am David Silva and my employee ID is EMP436-48-9207. 
I am having trouble with my hardware claim, my expense amount was $49.66 for reimbursement. 
My other details such as designation is Health and safety inspector, userid qriley and email is vargaskathleen@gmail.com.",name ssn money job username mail,1
23,138,0,7,1,"I am experiencing technical issues with Garbage Disposal Unit. It shows error code 500. I have tried troubleshooting by going through help documents, but the issue still persists. Please assist me in resolving the issue. My account details are: username kendrapearson, Email melissa82@gmail.com.",product_name username mail,1
24,77,2,2,0,"Hi,I am Ryan Robinson and my employee ID is EMP834-04-8820. 
I am having trouble with my travel claim, my expense amount was $255.77 for reimbursement. 
My other details such as email is johnsonchristian@gmail.com and postal code is 32794 and account number is MDYZ21351244157302. 
Please look into matter asap. My place of residence is 976 Salazar Stravenue Suite 036
South Kyle, MS 26285.",name ssn money mail zip_code bank_account_number address,1
25,146,1,5,3,"Hi,I am Barbara Alexander and I work in Shaw and Sons. My employee ID is EMP834-40-7789. 
I am having trouble with health account, my userid is corygonzales and amount was $90,195.57. 
My postal code is 53707. My country of residence is 2277 Salazar Ramp Suite 352
Jameschester, GA 76867. 
Please look into matter asap.",name company ssn username money zip_code address,1
26,158,2,2,2,"Hi,I am James Rivera and my employee ID is EMP546-12-1635. 
I am having trouble with my travel claim, my expense amount was $3.45 for reimbursement.
 My other details such as designation is Holiday representative and email is zlivingston@hotmail.com. 
The payment was done with given credit card number 4345497548078 and credit card type JCB 16 digit.",name ssn money job mail credit_card_number cc_provider,1
27,98,0,1,2,"I noticed unauthorized transactions on my credit card statement for the amount of $4,644.03 on 1981-09-21. The transactions are listed as Valentine PLC. I did not authorize these transactions and would like them to be reversed immediately to my credit card 5583277873590804.",money date company credit_card_number,1
28,147,0,2,1,"Hi, I need $663.66 for my international business travel that is on 1995-04-22 please see the attached itinerary and approval. Thank you.",money date,0
29,136,4,7,2,"I recently purchased Vacuum Cleaner for the amount $31.12 on date 1996-01-01, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 2010-11-18 from my home PSC 0483, Box 3664
APO AA 50306 and initiate a refund to my credit card 4018263747718522.",product_name money date date residence credit_card_number,1
30,179,3,5,1,"Hi,I am Deanna Turner and my employee ID is EMP247-20-8037 from Barr-Williams. 
I am having trouble with health account, my National Health Scheme number is 247-20-8037 and amount was $9.68. 
My other details such as email is hdurham@yahoo.com and postal code is 96262. 
Please look into matter. My place of residence is 638 Baker Trail Apt. 969
New Natasha, MT 53061.",name ssn company ssn money mail zip_code address,1
31,141,3,3,3,"Hi, I have applied for the sick leave on 2002-10-20 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
32,92,2,2,2,"Hi,I am Darren Ray and my employee ID is EMP505-55-7727. 
I am having trouble with my travel claim, my expense amount was $790.01 for reimbursement.
 My other details such as designation is Tourist information centre manager and email is randyjacobs@hotmail.com. 
The payment was done with given credit card number 4340775246133514 and credit card type VISA 19 digit.",name ssn money job mail credit_card_number cc_provider,1
33,161,4,1,3,"Hi, my team needs a new Domestic Robot for the project kindly help us to come up with the quote for the said product.",product_name,0
34,98,0,7,2,"Hi, I have a need of Freezer in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
35,187,3,4,2,"Hi I am Tracey Johnston, currently working as Senior tax professional/tax inspector. I want to upskill and move up the ladder. For that i need access to few educational resources listed below. Please approve the access for same",name job,1
36,8,2,2,0,"Hi,I am Sandra Wong and my employee ID is EMP540-23-0432. 
I am having trouble with my travel claim, my expense amount was $46.51 for reimbursement.
 My other details such as designation is Scientist, research (maths) and email is mcdonaldemily@gmail.com. 
The payment was done with given credit card number 4772275287473611 and credit card type VISA 19 digit.",name ssn money job mail credit_card_number cc_provider,1
37,46,4,0,3,"Hi team I want to access http://www.coleman.net/ website for research purpose kindly remove the site from the proxy. My employee id is 401-20-2370 and my profile is Clinical scientist, histocompatibility and immunogenetics.",url ssn job,1
38,102,0,1,3,"I made a payment of $7,925.71 for my account on 1976-09-24, but it has not been credited yet. The payment was made using my credit card 5586299611592386. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is gabriel00@yahoo.com and phone number is 7924454322163",money date credit_card_number mail phone_number,1
39,3,4,2,2,"Hi,I am Larry Price and my employee ID is EMP126-16-0043. 
I am having trouble with my travel claim, my expense amount was $9,473.40 for reimbursement.
 My other details such as designation is Biomedical scientist and email is mitchelljessica@hotmail.com. 
The payment was done with given credit card number 30004054984907 and credit card type Mastercard.",name ssn money job mail credit_card_number cc_provider,1
40,101,4,6,3,"I have recently moved and would like to update my account information with my new address. My new address is 5772 Johnston Extension
Wallacehaven, NC 62896. Please assist me with updating my account information.",residence,1
41,80,3,0,2,"hi team, I am Andres Montgomery and my employee id is 352-14-6868. I need the installation of ServiceNow for the development purpose. I have attached required approvals in the attachment. thank you.",name ssn software,1
42,70,2,3,3,"Hi team, I want a leave from 2015-04-08 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Ernest Hansen, designation Clinical psychologist",date name job,1
43,98,0,5,3,"Hi,I am Charles Briggs and my employee ID is EMP104-64-3029 from Valentine PLC. 
I am having trouble with health account, my National Health Scheme number is 104-64-3029 and amount was $936.83. 
My other details such as email is jason04@yahoo.com and postal code is 61802. 
Please look into matter. My place of residence is 9760 Anderson Mountain
Ericahaven, MO 76530.",name ssn company ssn money mail zip_code address,1
44,134,2,2,3,"Hi,I am Eric Mann and my employee ID is EMP168-51-2485. 
I am having trouble with my travel claim, my expense amount was $3.65 for reimbursement. 
My other details such as email is swilliams@yahoo.com and postal code is 64853 and account number is PSUA80572789337017. 
Please look into matter asap. My place of residence is 99832 Mcbride Walk Suite 517
Johnsonfurt, GU 66323.",name ssn money mail zip_code bank_account_number address,1
45,42,2,7,3,"I recently purchased Hair Dryer for the amount $39,289.63 on date 1979-12-08, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 2006-11-27 from my home 79188 Misty Flat
Ericfort, CT 93751 and initiate a refund to my credit card 2281566196948927.",product_name money date date residence credit_card_number,1
46,108,1,5,3,"Hi,I am Michael Martin and I work in Bishop-Smith. My employee ID is EMP039-12-3277. 
I am having trouble with health account, my userid is lmatthews and amount was $728.29. 
My postal code is 21077. My country of residence is 740 Boyle Vista
Thomasview, OR 71753. 
Please look into matter asap.",name company ssn username money zip_code address,1
