ticket_id,user_id,customer,category,priority,description,attribute_list,sensitive_flag
0,181,0,0,1,"Hi team, I am not able to run Gainsight in my system due to internal error. Please see the attached error and resolve the issue",software,0
1,80,2,5,0,"Hi,I am Joe Evans and I work in Keller-Santos. My employee ID is EMP886-34-6942. 
I am having trouble with health account, my userid is wlong and amount was $9,397.61. 
My postal code is 68383. My country of residence is 203 Brown Course Suite 069
New Erinshire, AK 80233. 
Please look into matter asap.",name company ssn username money zip_code address,1
2,48,3,6,2,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
3,183,0,6,3,"I have recently moved and would like to update my account information with my new address. My new address is 806 David Forge Suite 571
Jonesbury, CT 13743. Please assist me with updating my account information.",residence,1
4,171,2,2,3,"Hi, I need $342.67 for my international business travel that is on 1986-10-18 please see the attached itinerary and approval. Thank you.",money date,0
5,155,3,6,1,"Hi team, I need access to the intern portal. please enable it for me.",,0
6,151,0,5,3,"Hi,I am Michelle Burton and my employee ID is EMP655-59-8970 from Sherman Inc. 
I am having trouble with health account, my National Health Scheme number is 655-59-8970 and amount was $32.77. 
My other details such as email is kellikennedy@gmail.com and postal code is 98719. 
Please look into matter. My place of residence is 6447 Nguyen Extensions
West Tammyfurt, OH 05764.",name ssn company ssn money mail zip_code address,1
7,50,1,6,3,"Hi team, I need access to the intern portal. please enable it for me.",,0
8,97,3,2,2,"Hi,I am John Knight and my employee ID is EMP896-92-4015. 
I am having trouble with my travel claim, my expense amount was $7,949.99 for reimbursement.
 My other details such as designation is Oncologist and email is timothy44@yahoo.com. 
The payment was done with given credit card number 503859441753 and credit card type Discover.",name ssn money job mail credit_card_number cc_provider,1
9,152,0,3,3,"Hi team, my be leave balance shown in the system is not correct as of 1981-08-16. The leave shown are less. Please resolve the issue.",date,0
10,101,1,5,3,"Hi,I am Manuel Young and I work in Cabrera, Johnson and Foster. My employee ID is EMP445-38-9224. 
I am having trouble with health account, my userid is bbrooks and amount was $67,803.05. 
My postal code is 13178. My country of residence is 554 Morales Groves Suite 658
Reyesview, CT 72278. 
Please look into matter asap.",name company ssn username money zip_code address,1
11,73,2,2,0,"Hi,I am Jennifer Sandoval and my employee ID is EMP872-32-4376. 
I am having trouble with my travel claim, my expense amount was $584.99 for reimbursement.
 My other details such as designation is Archaeologist and email is amyle@yahoo.com. 
The payment was done with given credit card number 4905712284201171282 and credit card type JCB 16 digit.",name ssn money job mail credit_card_number cc_provider,1
12,67,3,5,3,"Hi,I am Melody Park and my employee ID is EMP495-37-4634 from Jenkins, Owen and Diaz. 
I am having trouble with health account, my National Health Scheme number is 495-37-4634 and amount was $868.92. 
My other details such as email is christopher32@hotmail.com and postal code is 60383. 
Please look into matter. My place of residence is 7431 Julian Rapids Apt. 603
Port Stacy, WV 79486.",name ssn company ssn money mail zip_code address,1
13,57,4,4,3,"Dear team, I want more members in my team. The project requires more skilled employee for the early completion of client project. My employee id is 481-31-7132. Please initiate the recruitment under my project. thanks",ssn,1
14,34,3,6,0,"I have recently moved and would like to update my account information with my new address. My new address is 2719 John Loaf Apt. 846
New Thomas, FL 02368. Please assist me with updating my account information.",residence,1
15,93,4,1,3,"Hi,I am Tanner Williams and my employee ID is EMP230-50-5830. 
I am having trouble with my hardware claim, my expense amount was $28.00 for reimbursement. 
My other details such as designation is Estate agent, userid ihernandez and email is cameron23@hotmail.com.",name ssn money job username mail,1
16,79,3,3,3,"Hi, I have applied for the sick leave on 1972-09-23 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
17,95,4,4,3,"Hi Team, I was wondering whether this Corporate treasurer is still available in this team. I want to refer my friend for this role. please confirm.",job,0
18,26,1,3,3,"Hi, I have applied for the sick leave on 1970-03-03 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
19,187,1,6,3,"I have recently moved and would like to update my account information with my new address. My new address is 287 Holmes Mountains Apt. 060
Monroeville, MP 20734. Please assist me with updating my account information.",residence,1
20,197,0,0,3,"Hi, I want the installation of python package scikit. It is required for the development. I am attaching the approval of my manager. PFA. Thank you",python_package,1
21,39,4,5,2,"Hi,I am Paul Jenkins and from 67055 Donovan Squares Suite 672
Port Ariel, AR 87926. 
I am having trouble with my medical claim, my employee ID is EMP595-18-3693 and amount was $797.67. 
The payment was made through my credit card 630408505810. 
My other details such as designation is Exercise physiologist email is hallmaria@yahoo.com and postal code is 29689. 
Please resolve my issue asap.",name address ssn money credit_card_number job mail zip_code,1
22,98,1,6,0,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
23,179,3,5,1,"Hi,I am Dylan Cruz and I work in Jones-Williams. My employee ID is EMP350-37-4807. 
I am having trouble with health account, my userid is chernandez and amount was $34.07. 
My postal code is 03430. My country of residence is 92541 Steven Stravenue
South Sallytown, TN 20456. 
Please look into matter asap.",name company ssn username money zip_code address,1
