ticket_id,user_id,customer,category,priority,description,attribute_list,sensitive_flag
0,114,4,6,1,"Hi, I have been logged out of my account and cannot login back. my username is kent54. Please resolve it.",username,0
1,5,4,3,3,"Hi team, my be leave balance shown in the system is not correct as of 2011-05-04. The leave shown are less. Please resolve the issue.",date,0
2,108,4,2,1,"Dear team, I am shifting to Jasonport from Port Blake due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
3,144,1,7,3,"Hi team, I need the catalogue of available Oven for purchase with the price listed. Please send me the catalogue.",product_name,0
4,5,4,0,3,Hi team I want to access http://evans.com/ website for research purpose kindly remove the site from the proxy. My employee id is 223-57-0347 and my profile is Immigration officer.,url ssn job,1
5,167,4,5,2,"hi, what are the documents needed for new enrollment in health insurance. Please guide me.",,0
6,9,1,7,3,"Hi team, I need the catalogue of available Humidifier for purchase with the price listed. Please send me the catalogue.",product_name,0
7,98,0,1,2,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
8,162,4,3,2,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
9,16,3,6,2,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
10,120,1,7,1,"Hi, can I make the payment of purchase of product by my personal credit card? I do not have corporate one issued yet.",,0
11,97,1,2,0,"Hi, I need $94.81 for my international business travel that is on 2003-08-29 please see the attached itinerary and approval. Thank you.",money date,0
12,108,4,0,2,"Hi, I need to the installation of VSCode for development purpose of my project.",software,0
13,176,2,2,2,"Dear team, I am shifting to Port Travisside from West Joseph due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
14,141,4,3,3,"Hi team, I am Katie Smith, employee id 104-49-9127. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
15,191,4,0,3,Hi team I want to access http://martinez.com/ website for research purpose kindly remove the site from the proxy. My employee id is 582-53-1999 and my profile is Chartered certified accountant.,url ssn job,1
16,35,2,4,3,"Hi Team, can you please confirm whether on the 1971-03-21 we have a vacation or not as in my state it is a regional festival.",date,0
17,33,0,3,2,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
18,10,0,4,3,"Hi Team, I was wondering whether this Surveyor, planning and development is still available in this team. I want to refer my friend for this role. please confirm.",job,0
19,7,2,3,2,"Hi team, I want a leave from 1987-07-29 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Robert Schmitt, designation Sports administrator",date name job,1
20,119,0,2,3,"Hi,I am Joseph Shelton and my employee ID is EMP433-04-2040. 
I am having trouble with my travel claim, my expense amount was $89.55 for reimbursement.
 My other details such as designation is Solicitor and email is melissa74@gmail.com. 
The payment was done with given credit card number 180019414583205 and credit card type VISA 16 digit.",name ssn money job mail credit_card_number cc_provider,1
21,97,1,6,2,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
22,176,2,2,3,"Hi, I need $432.74 for my international business travel that is on 1994-02-03 please see the attached itinerary and approval. Thank you.",money date,0
23,14,4,2,2,"Dear team, I am shifting to Beanmouth from Silvaburgh due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
24,164,3,6,2,"I have recently moved and would like to update my account information with my new address. My new address is 7769 Christopher Cliffs
Wendyshire, CO 51274. Please assist me with updating my account information.",residence,1
25,139,1,2,3,"Hi, I need $1,060.08 for my international business travel that is on 1986-02-12 please see the attached itinerary and approval. Thank you.",money date,0
26,150,0,7,2,"Hi, can I make the payment of purchase of product by my personal credit card? I do not have corporate one issued yet.",,0
27,20,3,7,2,"Hi, I have a need of Blender in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
28,105,1,4,3,"Hi Team, I was wondering whether this Engineer, civil (contracting) is still available in this team. I want to refer my friend for this role. please confirm.",job,0
29,138,4,2,2,"Dear team, I am shifting to Richardview from Marymouth due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
30,187,4,7,3,"I recently purchased Dishwasher for the amount $378.46 on date 2010-07-07, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 1990-01-14 from my home 4784 Miller Neck Apt. 322
Holmesmouth, IL 55540 and initiate a refund to my credit card 3584136499385177.",product_name money date date residence credit_card_number,1
31,196,3,4,3,"Hi Team, I was wondering whether this Intelligence analyst is still available in this team. I want to refer my friend for this role. please confirm.",job,0
32,114,4,2,2,"Hi, I need $2,796.54 for my international business travel that is on 2013-09-20 please see the attached itinerary and approval. Thank you.",money date,0
33,1,0,0,2,Hi team my mailbox is full and I need require more storage for my mailbox. I cannot delete existing mail as they are important client mails,,0
34,11,2,7,3,"Hi team, I need the catalogue of available Hair Dryer for purchase with the price listed. Please send me the catalogue.",product_name,0
35,44,3,5,0,"Hi,I am Marie White and from 52951 Mitchell Circle
South Ronaldton, MS 80274. 
I am having trouble with my medical claim, my employee ID is EMP292-67-5642 and amount was $18.04. 
The payment was made through my credit card 639009975165. 
My other details such as designation is Biomedical scientist email is christianeverett@gmail.com and postal code is 66283. 
Please resolve my issue asap.",name address ssn money credit_card_number job mail zip_code,1
36,6,2,5,3,Hi I want to apply for the cashless mode of hospitalization. please provide me the list of hospital that provide cashless mode in my city Hoganport.,city,0
37,127,3,0,3,"Hi team, I want to upgrade the Acrobat Reader for my project requirements. Kidly do the needful.",software,0
38,8,4,6,3,"Hi team, I need access to the intern portal. please enable it for me.",,0
39,76,3,3,3,"Hi, I have applied for the sick leave on 2021-04-11 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
40,82,2,2,0,"Dear team, I am shifting to South Kenneth from North Eric due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
41,4,0,1,2,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
42,192,1,3,1,"Hi team, my be leave balance shown in the system is not correct as of 2003-04-05. The leave shown are less. Please resolve the issue.",date,0
43,45,3,3,2,"Hi team, I am Ruben Kennedy, employee id 351-47-2347. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
44,87,1,5,2,"Hi, I had applied for the claim on 1980-07-27. I can see there is no progress on the claim. Please expedite the claim process.",date,0
45,173,1,6,3,"Hi, I have been logged out of my account and cannot login back. my username is fernandezmario. Please resolve it.",username,0
46,6,2,2,3,"Dear team, I am shifting to Barryfurt from Walterberg due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
47,178,4,5,3,"Hi,I am Patricia Carrillo and I work in Rich-Lopez. My employee ID is EMP629-65-2784. 
I am having trouble with health account, my userid is julian73 and amount was $97,474.77. 
My postal code is 64435. My country of residence is 90973 Howell Rapid Apt. 648
Jamesmouth, KY 26709. 
Please look into matter asap.",name company ssn username money zip_code address,1
48,124,2,0,2,"hi team, I am Kristina Martin and my employee id is 734-76-1677. I need the installation of Python for the development purpose. I have attached required approvals in the attachment. thank you.",name ssn software,1
49,153,2,6,3,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
50,138,4,3,2,"Hi team, I want a leave from 2017-08-18 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Morgan Cooper, designation Tree surgeon",date name job,1
51,70,0,4,2,"Hi Team, can you please confirm whether on the 1987-11-06 we have a vacation or not as in my state it is a regional festival.",date,0
52,3,1,2,2,"Hi,I am Steven Rivas and my employee ID is EMP663-03-3380. 
I am having trouble with my travel claim, my expense amount was $9,469.71 for reimbursement. 
My other details such as email is willischristina@hotmail.com and postal code is 28262 and account number is CZHI19673236242430. 
Please look into matter asap. My place of residence is 397 Blake Lane Suite 917
North Sara, GA 89570.",name ssn money mail zip_code bank_account_number address,1
53,96,4,5,1,Hi I want to apply for the cashless mode of hospitalization. please provide me the list of hospital that provide cashless mode in my city Jacksonhaven.,city,0
54,74,4,0,3,"Hi team, I want to upgrade the BlackLine for my project requirements. Kidly do the needful.",software,0
55,128,2,2,2,"Hi, I need $903.04 for my international business travel that is on 1981-02-16 please see the attached itinerary and approval. Thank you.",money date,0
56,10,0,5,2,"Hi,I am Brittany Pierce and my employee ID is EMP797-51-8616 from Medina PLC. 
I am having trouble with health account, my National Health Scheme number is 797-51-8616 and amount was $7.85. 
My other details such as email is lowebrent@yahoo.com and postal code is 74189. 
Please look into matter. My place of residence is 1362 Elizabeth Village
Alexisfurt, PA 58908.",name ssn company ssn money mail zip_code address,1
57,1,0,6,3,"I am unable to log in to my account. My credentials are, username daltongonzalez, email lucas42@gmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
58,145,0,1,3,"Hi, my team needs a new Waffle Iron for the project kindly help us to come up with the quote for the said product.",product_name,0
59,146,2,1,2,"Hi,I am Caitlin Diaz and my employee ID is EMP561-47-2907. 
I am having trouble with my hardware claim, my expense amount was $2.73 for reimbursement. 
My other details such as designation is Professor Emeritus, userid elizabeth95 and email is jennifermoody@hotmail.com.",name ssn money job username mail,1
60,25,1,6,3,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
61,195,4,2,2,"Dear team, I am shifting to East Jerry from Frankland due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
62,20,3,0,3,"Hi team, I am not able to run Python in my system due to internal error. Please see the attached error and resolve the issue",software,0
63,180,2,0,1,"Hi, I want the installation of python package qt5. It is required for the development. I am attaching the approval of my manager. PFA. Thank you",python_package,1
64,42,1,7,3,"Hi, can I make the payment of purchase of product by my personal credit card? I do not have corporate one issued yet.",,0
65,25,1,7,2,"Hi team, I need the catalogue of available Domestic Robot for purchase with the price listed. Please send me the catalogue.",product_name,0
66,144,1,6,3,"Hi, I have been logged out of my account and cannot login back. my username is oingram. Please resolve it.",username,0
67,107,1,2,2,"Hi,I am Rhonda Gardner and my employee ID is EMP883-93-3119. 
I am having trouble with my travel claim, my expense amount was $98,122.48 for reimbursement.
 My other details such as designation is Editorial assistant and email is pcarter@gmail.com. 
The payment was done with given credit card number 501874782979 and credit card type Discover.",name ssn money job mail credit_card_number cc_provider,1
68,45,3,6,3,"Hi team, I need access to the intern portal. please enable it for me.",,0
69,19,0,4,3,Hi HR team I want to refer my friend for the Chief Operating Officer but I cannot access the referral site. Can you please accept this referral through this mail.,job,0
70,158,2,6,3,"I am unable to log in to my account. My credentials are, username jeffrey22, email jessica50@yahoo.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
71,197,3,1,3,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
72,35,2,2,3,"Hi, I need $9.48 for my international business travel that is on 1990-04-11 please see the attached itinerary and approval. Thank you.",money date,0
73,17,2,1,2,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
74,28,2,3,3,"Hi team, I want a leave from 1981-11-14 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:William Wheeler, designation IT technical support officer",date name job,1
75,156,2,3,0,"Hi, I have applied for the sick leave on 2008-02-15 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
76,114,4,4,3,"Hi Team, I was wondering whether this Psychologist, forensic is still available in this team. I want to refer my friend for this role. please confirm.",job,0
77,182,2,0,3,Hi team I want to access http://butler.com/ website for research purpose kindly remove the site from the proxy. My employee id is 033-31-4836 and my profile is Dancer.,url ssn job,1
78,43,0,5,3,"Hi,I am Kevin Carter and from 026 Brady Mall Apt. 349
Jasonfort, WY 02540. 
I am having trouble with my medical claim, my employee ID is EMP784-92-7950 and amount was $8.22. 
The payment was made through my credit card 5274617748588646. 
My other details such as designation is Magazine journalist email is burnsjohn@yahoo.com and postal code is 57564. 
Please resolve my issue asap.",name address ssn money credit_card_number job mail zip_code,1
79,122,1,6,2,"Hi team, I need access to the intern portal. please enable it for me.",,0
80,76,3,2,3,"Hi, I need $5.60 for my international business travel that is on 2018-03-09 please see the attached itinerary and approval. Thank you.",money date,0
81,49,2,7,3,"Hi, I have a need of Sewing Machine in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
82,125,0,1,2,"Hi, I need a corporate credit card for my international travel with the $76.78. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
83,39,1,1,3,"Hi, my team needs a new Heater for the project kindly help us to come up with the quote for the said product.",product_name,0
84,181,0,0,3,Hi team my mailbox is full and I need require more storage for my mailbox. I cannot delete existing mail as they are important client mails,,0
85,50,0,3,3,"Hi team, my be leave balance shown in the system is not correct as of 2003-03-06. The leave shown are less. Please resolve the issue.",date,0
86,31,1,2,2,"Dear team, I am shifting to Daltonborough from West Christopherton due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
87,125,0,3,3,"Hi, I have applied for the sick leave on 1983-03-18 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
88,140,4,2,2,"Hi,I am Michael White and my employee ID is EMP351-33-5604. 
I am having trouble with my travel claim, my expense amount was $48,092.64 for reimbursement.
 My other details such as designation is Nurse, adult and email is martin74@yahoo.com. 
The payment was done with given credit card number 4321085579940487579 and credit card type JCB 15 digit.",name ssn money job mail credit_card_number cc_provider,1
89,162,4,5,2,"Hi,I am Michael Bradley and from 72432 Johnson Stream
Port Nicoleberg, WY 72802. 
I am having trouble with my medical claim, my employee ID is EMP407-48-9121 and amount was $76.25. 
The payment was made through my credit card 5510323232012417. 
My other details such as designation is Financial adviser email is petersbianca@hotmail.com and postal code is 88333. 
Please resolve my issue asap.",name address ssn money credit_card_number job mail zip_code,1
90,54,2,6,3,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
91,141,4,4,3,Hi HR team I want to refer my friend for the Furniture designer but I cannot access the referral site. Can you please accept this referral through this mail.,job,0
92,116,1,4,1,Hi HR team I want to refer my friend for the Film/video editor but I cannot access the referral site. Can you please accept this referral through this mail.,job,0
93,152,2,3,3,"Hi team, I want a leave from 1984-11-06 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Bradley Cordova, designation Ambulance person",date name job,1
94,191,4,2,3,"Hi, I need $762.78 for my international business travel that is on 1991-08-09 please see the attached itinerary and approval. Thank you.",money date,0
95,126,2,2,3,"Dear team, I am shifting to Sotoshire from Port Davidfurt due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
96,150,0,6,1,"I am unable to log in to my account. My credentials are, username lbradley, email pateldeborah@yahoo.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
97,139,1,6,0,"Hi, I have been logged out of my account and cannot login back. my username is richard68. Please resolve it.",username,0
98,36,4,1,1,"Hi, I need a corporate credit card for my international travel with the $64.19. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
99,173,1,7,3,"Hi team, I need the catalogue of available Dryer for purchase with the price listed. Please send me the catalogue.",product_name,0
