ticket_id,user_id,customer,category,priority,description,attribute_list,sensitive_flag
0,54,0,4,3,Hi HR team I want to refer my friend for the Paediatric nurse but I cannot access the referral site. Can you please accept this referral through this mail.,job,0
1,133,2,1,2,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
2,17,2,3,2,"Hi team, I am Russell Erickson, employee id 317-79-7713. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
3,25,0,3,3,"Hi, I have applied for the sick leave on 1992-12-07 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
4,21,2,1,3,"Hi, my team needs a new Air Conditioner for the project kindly help us to come up with the quote for the said product.",product_name,0
5,45,3,3,2,"Hi team, my be leave balance shown in the system is not correct as of 2008-03-12. The leave shown are less. Please resolve the issue.",date,0
6,199,0,7,2,"Hi, I have a need of Blender in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
7,104,4,3,3,"Hi, I have applied for the sick leave on 1982-09-06 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
8,154,2,2,3,"Dear team, I am shifting to Adamsfurt from Biancaberg due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
9,42,4,5,3,"hi, what are the documents needed for new enrollment in health insurance. Please guide me.",,0
10,46,4,3,3,"Hi team, I am Clayton Dixon, employee id 738-01-8511. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
11,75,1,3,3,"Hi team, I am Benjamin Ward, employee id 384-55-6297. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
12,190,3,0,3,"Hi, I want the installation of python package scikit. It is required for the development. I am attaching the approval of my manager. PFA. Thank you",python_package,1
13,39,3,5,2,Hi I want to apply for the cashless mode of hospitalization. please provide me the list of hospital that provide cashless mode in my city Rayfurt.,city,0
14,51,1,5,2,"Hi,I am Maria Martinez and I work in Brewer, Ingram and Hubbard. My employee ID is EMP832-18-5339. 
I am having trouble with health account, my userid is jamesfernandez and amount was $27.82. 
My postal code is 62799. My country of residence is 67762 Lee Crossroad
Thomastown, HI 81514. 
Please look into matter asap.",name company ssn username money zip_code address,1
15,9,3,3,2,"Hi team, my be leave balance shown in the system is not correct as of 1983-01-16. The leave shown are less. Please resolve the issue.",date,0
16,188,1,6,3,"Hi team, I need access to the intern portal. please enable it for me.",,0
17,31,1,4,3,"Hi HR team I want to refer my friend for the Lighting technician, broadcasting/film/video but I cannot access the referral site. Can you please accept this referral through this mail.",job,0
18,117,0,0,3,Hi team I want to access http://stone.com/ website for research purpose kindly remove the site from the proxy,url,0
19,93,0,0,2,"Hi team, I am not able to run Asana in my system due to internal error. Please see the attached error and resolve the issue",software,0
20,14,3,3,2,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
21,117,0,7,3,"Hi, can I make the payment of purchase of product by my personal credit card? I do not have corporate one issued yet.",,0
22,78,1,3,0,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
23,46,4,4,2,"Hi I am Clayton Dixon, currently working as Retail merchandiser. I want to upskill and move up the ladder. For that i need access to few educational resources listed below. Please approve the access for same",name job,1
24,133,2,1,3,"Hi, my team needs a new Dehumidifier for the project kindly help us to come up with the quote for the said product.",product_name,0
25,194,0,5,3,"hi, what are the documents needed for new enrollment in health insurance. Please guide me.",,0
26,11,4,1,3,"Hi, I need a corporate credit card for my international travel with the $26,207.89. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
27,111,3,3,1,"Hi team, my be leave balance shown in the system is not correct as of 1977-12-31. The leave shown are less. Please resolve the issue.",date,0
28,147,2,2,2,"Dear team, I am shifting to North Brian from New Jason due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
29,107,3,7,2,"Hi, I have a need of Blender in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
30,156,3,1,1,"Hi, I need a corporate credit card for my international travel with the $44,097.09. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
31,161,4,3,0,"Hi team, I want a leave from 2019-02-17 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Jessica Hawkins, designation Claims inspector/assessor",date name job,1
32,182,2,5,0,"Hi,I am Michael Anderson and from 7988 Davis Curve Suite 794
Lake Lisa, ID 17600. 
I am having trouble with my medical claim, my employee ID is EMP251-62-3364 and amount was $8.05. 
The payment was made through my credit card 2374097768464208. 
My other details such as designation is Accountant, chartered management email is dadams@hotmail.com and postal code is 31533. 
Please resolve my issue asap.",name address ssn money credit_card_number job mail zip_code,1
33,27,3,3,0,"Hi team, my be leave balance shown in the system is not correct as of 1984-06-04. The leave shown are less. Please resolve the issue.",date,0
34,121,0,3,3,"Hi team, my be leave balance shown in the system is not correct as of 2011-07-09. The leave shown are less. Please resolve the issue.",date,0
35,10,0,7,3,"Hi, can I make the payment of purchase of product by my personal credit card? I do not have corporate one issued yet.",,0
36,58,1,0,2,"Hi, I need to the installation of Gainsight for development purpose of my project.",software,0
37,86,3,3,1,"Hi team, I want a leave from 1980-06-03 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Mrs. Cheryl Garcia, designation Ecologist",date name job,1
38,67,4,5,2,"Hi, I had applied for the claim on 1982-03-30. I can see there is no progress on the claim. Please expedite the claim process.",date,0
39,105,3,2,3,"Hi, I need $2.95 for my international business travel that is on 1975-10-10 please see the attached itinerary and approval. Thank you.",money date,0
40,50,0,1,2,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
41,30,1,2,3,"Dear team, I am shifting to East Carrieland from New Patrick due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
42,161,4,7,3,"Hi team, I need the catalogue of available Refrigerator for purchase with the price listed. Please send me the catalogue.",product_name,0
43,134,4,6,2,"I am unable to log in to my account. My credentials are, username ronald04, email josephlarson@yahoo.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
44,62,2,6,3,"Hi, I have been logged out of my account and cannot login back. my username is slutz. Please resolve it.",username,0
45,135,3,7,3,"Hi, I have a need of Garbage Disposal Unit in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
46,41,3,2,3,"Hi,I am Pamela Cook and my employee ID is EMP093-51-4073. 
I am having trouble with my travel claim, my expense amount was $312.65 for reimbursement. 
My other details such as email is pwilliams@hotmail.com and postal code is 66576 and account number is SXNQ97767254709946. 
Please look into matter asap. My place of residence is 094 Amy Forest Suite 770
East Jessica, OR 49873.",name ssn money mail zip_code bank_account_number address,1
47,30,1,3,2,"Hi, I have applied for the sick leave on 2022-01-16 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
48,192,1,2,3,"Dear team, I am shifting to West Timothyside from Simpsonfurt due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
49,171,3,2,3,"Dear team, I am shifting to West Brandontown from Kimberlyton due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
50,196,0,4,3,"Hi Team, I was wondering whether this Airline pilot is still available in this team. I want to refer my friend for this role. please confirm.",job,0
51,100,1,2,2,"Hi, I need $1,156.24 for my international business travel that is on 1977-04-26 please see the attached itinerary and approval. Thank you.",money date,0
52,189,0,7,2,"Hi, can I make the payment of purchase of product by my personal credit card? I do not have corporate one issued yet.",,0
53,91,2,7,2,"I am experiencing technical issues with Domestic Robot. It shows error code 500. I have tried troubleshooting by going through help documents, but the issue still persists. Please assist me in resolving the issue. My account details are: username ykennedy, Email wedwards@hotmail.com.",product_name username mail,1
54,21,2,2,2,"Hi,I am Alan Romero and my employee ID is EMP701-37-8444. 
I am having trouble with my travel claim, my expense amount was $508.03 for reimbursement.
 My other details such as designation is Brewing technologist and email is holly92@gmail.com. 
The payment was done with given credit card number 30091079470897 and credit card type Mastercard.",name ssn money job mail credit_card_number cc_provider,1
55,168,3,4,0,"Hi Team, can you please confirm whether on the 1996-04-29 we have a vacation or not as in my state it is a regional festival.",date,0
56,47,1,7,3,"Hi, I have a need of Domestic Robot in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
57,154,2,3,2,"Hi team, I am Douglas Garcia, employee id 807-89-0819. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
58,191,0,7,3,"Hi team, I need the catalogue of available Refrigerator for purchase with the price listed. Please send me the catalogue.",product_name,0
59,112,2,3,0,"Hi team, my be leave balance shown in the system is not correct as of 1998-02-01. The leave shown are less. Please resolve the issue.",date,0
60,22,4,3,2,"Hi team, my be leave balance shown in the system is not correct as of 1994-12-13. The leave shown are less. Please resolve the issue.",date,0
