ticket_id,user_id,customer,category,priority,description,attribute_list,sensitive_flag
0,7,4,0,3,Hi team I want to access http://kelly.com/ website for research purpose kindly remove the site from the proxy. My employee id is 757-59-8570 and my profile is Chartered certified accountant.,url ssn job,1
1,56,2,1,1,"I made a payment of $79,871.76 for my account on 1995-04-19, but it has not been credited yet. The payment was made using my credit card 4080947036676101122. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is angelaharrison@yahoo.com and phone number is 5890744662123",money date credit_card_number mail phone_number,1
2,9,4,2,3,"Hi,I am Nancy Chambers and my employee ID is EMP126-06-0529. 
I am having trouble with my travel claim, my expense amount was $711.23 for reimbursement.
 My other details such as designation is Accountant, chartered management and email is edwardsmegan@yahoo.com. 
The payment was done with given credit card number 4407009021976 and credit card type JCB 15 digit.",name ssn money job mail credit_card_number cc_provider,1
3,59,1,4,3,"Hi I am Tracy Harrison, currently working as Radio broadcast assistant. I want to upskill and move up the ladder. For that i need access to few educational resources listed below. Please approve the access for same",name job,1
4,156,0,1,3,"I made a payment of $34,476.85 for my account on 1996-04-13, but it has not been credited yet. The payment was made using my credit card 372278809543459. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is misty38@hotmail.com and phone number is 2683183912550",money date credit_card_number mail phone_number,1
5,143,0,4,3,"Hi team, I want to avail the maternity benefit from 2022-03-08. My employee ID is 593-14-1879 and designation is Clinical biochemist. Kindly approve the same. Ihave attched the required documents. PFA",date ssn job,1
6,24,3,0,3,Hi team I want to access https://www.duffy.com/ website for research purpose kindly remove the site from the proxy. My employee id is 642-23-5384 and my profile is Curator.,url ssn job,1
7,63,0,3,0,"Hi team, I am Ashley Gross, employee id 884-57-6014. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
8,96,3,1,2,"I made a payment of $0.25 for my account on 1972-04-04, but it has not been credited yet. The payment was made using my credit card 3596378746193899. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is douglasmitchell@gmail.com and phone number is 6404054092584",money date credit_card_number mail phone_number,1
9,111,3,5,3,"Hi,I am Emily Reed and from 49486 Tammie Pines Apt. 732
Stevenberg, MP 57174. 
I am having trouble with my medical claim, my employee ID is EMP365-21-5458 and amount was $813.55. 
The payment was made through my credit card 213188409230865. 
My other details such as designation is Herpetologist email is lynn43@yahoo.com and postal code is 24080. 
Please resolve my issue asap.",name address ssn money credit_card_number job mail zip_code,1
