ticket_id,user_id,customer,category,priority,description,attribute_list,sensitive_flag
0,138,1,4,3,"Hi team, I want to avail the maternity benefit from 1999-10-24. My employee ID is 103-93-9100 and designation is Astronomer. Kindly approve the same. Ihave attched the required documents. PFA",date ssn job,1
1,15,0,6,3,"I am unable to log in to my account. My credentials are, username cmiller, email beanstephanie@hotmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
2,98,3,3,3,"Hi team, I am Amy David, employee id 076-63-9118. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
3,5,3,1,2,I noticed unauthorized transactions on my credit card statement for the amount of $38.55 on 1976-12-28. The transactions are listed as Edwards LLC. I did not authorize these transactions and would like them to be reversed immediately to my credit card 3514280923438114.,money date company credit_card_number,1
4,83,1,4,2,"Hi team, I want to avail the maternity benefit from 1997-01-01. My employee ID is 852-91-0683 and designation is Journalist, broadcasting. Kindly approve the same. Ihave attched the required documents. PFA",date ssn job,1
5,89,4,7,2,"I recently purchased Air Purifier for the amount $64,942.95 on date 2004-03-30, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 1986-05-10 from my home 07560 Matthew Tunnel
South Denise, AK 14381 and initiate a refund to my credit card 4463489499890942.",product_name money date date residence credit_card_number,1
6,0,0,3,1,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
7,139,3,7,1,"I recently purchased Domestic Robot for the amount $8.41 on date 2018-12-29, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 2002-01-27 from my home USNS Hensley
FPO AE 80011 and initiate a refund to my credit card 4689301192513929.",product_name money date date residence credit_card_number,1
8,32,4,4,2,"Hi I am Mary Cochran, currently working as Careers information officer. I want to upskill and move up the ladder. For that i need access to few educational resources listed below. Please approve the access for same",name job,1
9,136,3,3,3,"Hi team, I want a leave from 1982-05-16 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Edward Villa MD, designation Art gallery manager",date name job,1
10,71,2,0,3,Hi team I want to access https://cooper.com/ website for research purpose kindly remove the site from the proxy. My employee id is 865-72-6048 and my profile is Medical physicist.,url ssn job,1
11,68,4,2,2,"Hi,I am Jacob Hodge and my employee ID is EMP538-21-1397. 
I am having trouble with my travel claim, my expense amount was $5,206.20 for reimbursement. 
My other details such as email is gmartin@hotmail.com and postal code is 12695 and account number is BMKQ52059858016091. 
Please look into matter asap. My place of residence is 009 Anthony Plaza
North Jason, WY 90558.",name ssn money mail zip_code bank_account_number address,1
12,137,4,3,2,"Hi team, I am Christopher Luna, employee id 861-02-5115. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
13,117,0,4,2,"Dear team, I want more members in my team. The project requires more skilled employee for the early completion of client project. My employee id is 250-48-9514. Please initiate the recruitment under my project. thanks",ssn,1
14,192,0,5,2,"Hi,I am Brent Aguilar and my employee ID is EMP806-77-0326 from Brown Ltd. 
I am having trouble with health account, my National Health Scheme number is 806-77-0326 and amount was $63.63. 
My other details such as email is tylerfranklin@gmail.com and postal code is 60422. 
Please look into matter. My place of residence is 1217 Williams Junctions Suite 508
Barbaraland, NC 34764.",name ssn company ssn money mail zip_code address,1
15,87,2,7,2,"I recently purchased Washing Machine for the amount $7,098.77 on date 2011-12-07, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 1992-10-02 from my home 62459 Larsen Club
South Pamela, NJ 93871 and initiate a refund to my credit card 370246767602684.",product_name money date date residence credit_card_number,1
16,142,0,7,3,"I am experiencing technical issues with Dryer. It shows error code 500. I have tried troubleshooting by going through help documents, but the issue still persists. Please assist me in resolving the issue. My account details are: username millsmelissa, Email gordonerica@gmail.com.",product_name username mail,1
17,70,0,0,3,"hi team, I am Christopher Palmer and my employee id is 598-58-5447. I need the installation of Acrobat Reader for the development purpose. I have attached required approvals in the attachment. thank you.",name ssn software,1
18,66,0,0,2,"Hi, I want the installation of python package numpy. It is required for the development. I am attaching the approval of my manager. PFA. Thank you",python_package,1
19,191,1,4,1,"Hi I am John Tucker, currently working as Careers information officer. I want to upskill and move up the ladder. For that i need access to few educational resources listed below. Please approve the access for same",name job,1
20,40,4,1,2,"Hi,I am Bobby Robbins and my employee ID is EMP297-69-4442. 
I am having trouble with my hardware claim, my expense amount was $7,933.01 for reimbursement. 
My other details such as designation is Art gallery manager, userid kanejonathan and email is david06@gmail.com.",name ssn money job username mail,1
