ticket_id,user_id,customer,category,priority,description,attribute_list,sensitive_flag
0,121,3,2,2,"Hi,I am William Jones and my employee ID is EMP229-74-8868. 
I am having trouble with my travel claim, my expense amount was $2,011.58 for reimbursement.
 My other details such as designation is Television floor manager and email is fwoodward@gmail.com. 
The payment was done with given credit card number 2239944763291190 and credit card type American Express.",name ssn money job mail credit_card_number cc_provider,1
1,188,2,3,3,"Hi team, I want a leave from 2012-10-08 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Philip Franklin, designation Community development worker",date name job,1
2,179,3,5,3,"Hi,I am Barbara Wilson and I work in Dean-Jacobson. My employee ID is EMP798-24-3777. 
I am having trouble with health account, my userid is griffinelizabeth and amount was $88,076.07. 
My postal code is 91920. My country of residence is 56330 Jay Field
Micheleville, SD 24937. 
Please look into matter asap.",name company ssn username money zip_code address,1
3,45,2,6,2,"I have recently moved and would like to update my account information with my new address. My new address is 34217 Williams Drive
New Adam, WV 13771. Please assist me with updating my account information.",residence,1
4,69,1,5,2,"Hi,I am Cathy Harris and I work in Morgan, Shah and Glover. My employee ID is EMP083-62-7519. 
I am having trouble with health account, my userid is carolhicks and amount was $52,589.23. 
My postal code is 32117. My country of residence is 404 Brown Track Suite 635
West Norma, OH 25143. 
Please look into matter asap.",name company ssn username money zip_code address,1
5,145,1,6,2,"I have recently moved and would like to update my account information with my new address. My new address is 635 Jesse Unions
North Petermouth, MI 83455. Please assist me with updating my account information.",residence,1
6,186,3,1,3,"Hi,I am Mary Francis and my employee ID is EMP567-83-7155. 
I am having trouble with my hardware claim, my expense amount was $8,850.63 for reimbursement. 
My other details such as designation is Merchant navy officer, userid jerry29 and email is wolfekeith@hotmail.com.",name ssn money job username mail,1
7,147,1,3,2,"Hi team, I am Hector Smith, employee id 825-92-8473. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
8,76,0,5,3,"Hi,I am Carlos Smith and from 3760 Charles Track Suite 645
Ashleyfort, CA 02977. 
I am having trouble with my medical claim, my employee ID is EMP408-87-8476 and amount was $90.94. 
The payment was made through my credit card 4151217344784896. 
My other details such as designation is Therapeutic radiographer email is pstone@gmail.com and postal code is 48042. 
Please resolve my issue asap.",name address ssn money credit_card_number job mail zip_code,1
9,15,2,2,2,"Hi,I am Donna Williams and my employee ID is EMP294-90-4964. 
I am having trouble with my travel claim, my expense amount was $30.36 for reimbursement. 
My other details such as email is erica50@gmail.com and postal code is 79247 and account number is YWRX56022296029646. 
Please look into matter asap. My place of residence is 9064 Holly Village Suite 222
Beverlychester, DE 92211.",name ssn money mail zip_code bank_account_number address,1
10,194,3,6,2,"I am unable to log in to my account. My credentials are, username zalexander, email zhanson@hotmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
