ticket_id,user_id,customer,category,priority,description,attribute_list,sensitive_flag
0,177,0,7,1,"I recently purchased Garbage Disposal Unit for the amount $661.42 on date 1993-04-15, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 1979-03-03 from my home 493 Shirley Inlet Apt. 794
New Allisonland, CA 93374 and initiate a refund to my credit card 3560171292160384.",product_name money date date residence credit_card_number,1
1,73,4,0,3,Hi team my mailbox is full and I need require more storage for my mailbox. I cannot delete existing mail as they are important client mails,,0
2,146,0,2,2,"Hi,I am Sherry Sharp and my employee ID is EMP331-57-8545. 
I am having trouble with my travel claim, my expense amount was $52.41 for reimbursement.
 My other details such as designation is Counselling psychologist and email is leslie78@hotmail.com. 
The payment was done with given credit card number 30018802117628 and credit card type VISA 13 digit.",name ssn money job mail credit_card_number cc_provider,1
3,72,4,0,2,"Hi, I want the installation of python package spacy. It is required for the development. I am attaching the approval of my manager. PFA. Thank you",python_package,1
4,169,0,4,2,"Dear team, I want more members in my team. The project requires more skilled employee for the early completion of client project. My employee id is 495-77-1520. Please initiate the recruitment under my project. thanks",ssn,1
5,89,2,1,3,"I noticed unauthorized transactions on my credit card statement for the amount of $2,793.57 on 2001-05-28. The transactions are listed as Lucero, Lewis and Holmes. I did not authorize these transactions and would like them to be reversed immediately to my credit card 2282257518677647.",money date company credit_card_number,1
6,66,0,4,1,"Dear team, I want more members in my team. The project requires more skilled employee for the early completion of client project. My employee id is 529-46-6239. Please initiate the recruitment under my project. thanks",ssn,1
7,178,3,3,2,"Hi, I have applied for the sick leave on 1984-09-29 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
8,100,4,4,3,"Hi I am Ms. Tammy Roberts MD, currently working as Teacher, music. I want to upskill and move up the ladder. For that i need access to few educational resources listed below. Please approve the access for same",name job,1
9,151,0,0,3,"Hi, I want the installation of python package conda. It is required for the development. I am attaching the approval of my manager. PFA. Thank you",python_package,1
10,157,2,5,3,"Hi,I am Derek Myers and I work in Summers PLC. My employee ID is EMP810-70-5026. 
I am having trouble with health account, my userid is wwilliams and amount was $8,391.10. 
My postal code is 25396. My country of residence is 39536 Alexa Terrace
Ericmouth, DC 07648. 
Please look into matter asap.",name company ssn username money zip_code address,1
11,141,3,1,2,"I made a payment of $630.70 for my account on 2008-04-22, but it has not been credited yet. The payment was made using my credit card 4339512135195049021. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is blopez@yahoo.com and phone number is 8964294202005",money date credit_card_number mail phone_number,1
12,74,4,1,3,I noticed unauthorized transactions on my credit card statement for the amount of $6.30 on 1999-08-19. The transactions are listed as Dennis-Sanchez. I did not authorize these transactions and would like them to be reversed immediately to my credit card 2249422428851334.,money date company credit_card_number,1
13,4,0,0,3,"hi team, I am Eric Cooper and my employee id is 221-38-5888. I need the installation of Ananconda for the development purpose. I have attached required approvals in the attachment. thank you.",name ssn software,1
14,139,2,4,3,"Hi I am Thomas Contreras, currently working as Charity fundraiser. I want to upskill and move up the ladder. For that i need access to few educational resources listed below. Please approve the access for same",name job,1
15,77,0,3,1,"Hi team, I am Christina Jones, employee id 151-19-9279. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
16,108,2,5,3,"Hi,I am Mr. Travis Liu and my employee ID is EMP380-83-5846 from White Group. 
I am having trouble with health account, my National Health Scheme number is 380-83-5846 and amount was $50,191.01. 
My other details such as email is gregory96@hotmail.com and postal code is 78901. 
Please look into matter. My place of residence is 3441 Goodwin Courts Suite 844
South Ashley, FM 21435.",name ssn company ssn money mail zip_code address,1
17,12,0,7,3,"Hi, I have a need of Dryer in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
18,58,3,1,3,"I noticed unauthorized transactions on my credit card statement for the amount of $0.44 on 1974-02-20. The transactions are listed as Johnson, Johnson and Black. I did not authorize these transactions and would like them to be reversed immediately to my credit card 4907698179829.",money date company credit_card_number,1
19,154,0,6,2,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
20,146,0,5,1,"Hi,I am Sherry Sharp and from 082 James Village
East Josephville, WV 29893. 
I am having trouble with my medical claim, my employee ID is EMP331-57-8545 and amount was $5.85. 
The payment was made through my credit card 501810579307. 
My other details such as designation is Counselling psychologist email is leslie78@hotmail.com and postal code is 58025. 
Please resolve my issue asap.",name address ssn money credit_card_number job mail zip_code,1
21,186,2,2,3,"Hi,I am Christine Brown and my employee ID is EMP305-20-6334. 
I am having trouble with my travel claim, my expense amount was $8.99 for reimbursement. 
My other details such as email is jason01@hotmail.com and postal code is 14252 and account number is RRVH85558201756075. 
Please look into matter asap. My place of residence is 04195 Williams Street
Tonystad, TN 84514.",name ssn money mail zip_code bank_account_number address,1
22,33,1,0,2,"hi team, I am Alexander Ochoa and my employee id is 702-72-1056. I need the installation of Acrobat Reader for the development purpose. I have attached required approvals in the attachment. thank you.",name ssn software,1
