ticket_id,user_id,customer,category,priority,description,attribute_list,sensitive_flag
0,110,4,2,3,"Hi,I am Kiara Rodriguez and my employee ID is EMP125-87-4841. 
I am having trouble with my travel claim, my expense amount was $3,222.29 for reimbursement.
 My other details such as designation is Therapist, horticultural and email is alex09@gmail.com. 
The payment was done with given credit card number 4988654761720780 and credit card type Maestro.",name ssn money job mail credit_card_number cc_provider,1
1,111,3,6,2,"Hi, I have been logged out of my account and cannot login back. my username is davery. Please resolve it.",username,0
2,116,2,5,3,"hi, what are the documents needed for new enrollment in health insurance. Please guide me.",,0
3,28,4,2,2,"Dear team, I am shifting to Johnchester from Philliphaven due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
4,82,1,5,2,Hi I want to apply for the cashless mode of hospitalization. please provide me the list of hospital that provide cashless mode in my city New Danielland.,city,0
5,27,1,2,2,"Hi,I am Timothy Clark and my employee ID is EMP698-22-5927. 
I am having trouble with my travel claim, my expense amount was $699.41 for reimbursement. 
My other details such as email is brianabarton@hotmail.com and postal code is 68114 and account number is GXLF98961406804022. 
Please look into matter asap. My place of residence is 80753 Brooks Gateway
Loweryview, MT 29132.",name ssn money mail zip_code bank_account_number address,1
6,90,4,7,3,"I recently purchased Dishwasher for the amount $1.07 on date 2023-02-28, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 2023-06-05 from my home 62153 Chase Flats
Warnermouth, TN 15759 and initiate a refund to my credit card 5100746846252050.",product_name money date date residence credit_card_number,1
7,96,0,7,2,"I recently purchased Domestic Robot for the amount $20,175.87 on date 2022-01-14, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 1978-09-01 from my home 74668 Susan Shoals
North Tammyton, OR 82459 and initiate a refund to my credit card 36531661168254.",product_name money date date residence credit_card_number,1
8,72,2,6,2,"I have recently moved and would like to update my account information with my new address. My new address is 4746 David Landing
Andrewton, ND 20625. Please assist me with updating my account information.",residence,1
9,126,3,2,2,"Dear team, I am shifting to Port Tammiechester from Griffinfort due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
10,148,1,5,3,"Hi,I am Suzanne Neal and from 389 James Expressway Suite 039
South Kellyland, RI 72002. 
I am having trouble with my medical claim, my employee ID is EMP602-56-2266 and amount was $5,813.08. 
The payment was made through my credit card 3514636632341008. 
My other details such as designation is Higher education lecturer email is zjuarez@yahoo.com and postal code is 21689. 
Please resolve my issue asap.",name address ssn money credit_card_number job mail zip_code,1
11,15,3,5,2,"Hi,I am Carlos English and I work in Goodwin, Brock and Nguyen. My employee ID is EMP146-13-2858. 
I am having trouble with health account, my userid is jwilliams and amount was $41.13. 
My postal code is 31760. My country of residence is 27360 Faith Union
Lake Robertmouth, FL 01595. 
Please look into matter asap.",name company ssn username money zip_code address,1
