ticket_id,user_id,customer,category,priority,description,attribute_list,sensitive_flag
0,59,4,3,2,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
1,19,3,4,3,"Hi Team, I was wondering whether this Development worker, international aid is still available in this team. I want to refer my friend for this role. please confirm.",job,0
2,112,1,7,0,"Hi, can I make the payment of purchase of product by my personal credit card? I do not have corporate one issued yet.",,0
3,96,3,3,3,"Hi team, my be leave balance shown in the system is not correct as of 1993-04-18. The leave shown are less. Please resolve the issue.",date,0
4,185,4,0,3,"Hi team, I want to upgrade the Secureworks for my project requirements. Kidly do the needful.",software,0
5,38,1,3,3,"Hi team, I want a leave from 2019-07-29 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Amanda Williams, designation Advice worker",date name job,1
6,18,1,4,0,"Hi Team, can you please confirm whether on the 2009-10-18 we have a vacation or not as in my state it is a regional festival.",date,0
7,9,1,5,3,"Hi,I am Dominique Miller and from 367 Barton Circle
Robertsfurt, MO 08852. 
I am having trouble with my medical claim, my employee ID is EMP887-51-9970 and amount was $2,506.96. 
The payment was made through my credit card 4914695934138375. 
My other details such as designation is Biochemist, clinical email is sally75@gmail.com and postal code is 85189. 
Please resolve my issue asap.",name address ssn money credit_card_number job mail zip_code,1
8,146,4,7,1,"Hi, can I make the payment of purchase of product by my personal credit card? I do not have corporate one issued yet.",,0
9,52,4,6,1,"I am unable to log in to my account. My credentials are, username lambmonica, email elizabeth74@hotmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
10,79,1,0,3,"Hi team, I am not able to run Microsoft Office suite in my system due to internal error. Please see the attached error and resolve the issue",software,0
11,73,3,1,3,"Hi, my team needs a new Toaster for the project kindly help us to come up with the quote for the said product.",product_name,0
12,41,1,3,1,"Hi team, my be leave balance shown in the system is not correct as of 1974-04-24. The leave shown are less. Please resolve the issue.",date,0
13,51,4,5,2,Hi I want to apply for the cashless mode of hospitalization. please provide me the list of hospital that provide cashless mode in my city Robertfort.,city,0
14,152,1,2,3,"Hi, I need $0.22 for my international business travel that is on 1981-10-22 please see the attached itinerary and approval. Thank you.",money date,0
15,48,4,2,0,"Dear team, I am shifting to New Elizabeth from Michaelberg due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
16,145,4,2,3,"Hi,I am Charles Gonzales and my employee ID is EMP790-43-5325. 
I am having trouble with my travel claim, my expense amount was $91,548.36 for reimbursement. 
My other details such as email is rossdebra@hotmail.com and postal code is 88050 and account number is GRJY86982890845704. 
Please look into matter asap. My place of residence is PSC 8359, Box 7384
APO AE 35564.",name ssn money mail zip_code bank_account_number address,1
17,199,1,1,3,"Hi, my team needs a new Vacuum Cleaner for the project kindly help us to come up with the quote for the said product.",product_name,0
18,166,2,5,2,"Hi,I am Christian Berry and I work in Morgan-Pratt. My employee ID is EMP486-96-2600. 
I am having trouble with health account, my userid is ayersheather and amount was $2.98. 
My postal code is 43966. My country of residence is 151 Melissa Rapid Suite 879
Lawsonmouth, MA 93918. 
Please look into matter asap.",name company ssn username money zip_code address,1
19,125,1,1,2,"Hi,I am Stephanie Lindsey and my employee ID is EMP575-62-3540. 
I am having trouble with my hardware claim, my expense amount was $11.06 for reimbursement. 
My other details such as designation is Ship broker, userid barbarafitzgerald and email is nicole50@yahoo.com.",name ssn money job username mail,1
20,11,3,2,3,"Hi,I am Michelle Davis and my employee ID is EMP182-87-0283. 
I am having trouble with my travel claim, my expense amount was $6,215.37 for reimbursement. 
My other details such as email is leah19@gmail.com and postal code is 83207 and account number is UUPF71576689692791. 
Please look into matter asap. My place of residence is 7379 House Crossing
Amberville, OH 64331.",name ssn money mail zip_code bank_account_number address,1
21,145,4,7,2,"I am experiencing technical issues with Humidifier. It shows error code 500. I have tried troubleshooting by going through help documents, but the issue still persists. Please assist me in resolving the issue. My account details are: username uspencer, Email rossdebra@hotmail.com.",product_name username mail,1
22,15,2,0,3,"Hi team, I want to upgrade the Qualtrics for my project requirements. Kidly do the needful.",software,0
23,180,3,5,3,"Hi,I am Ronald Washington and from 5267 Wallace Villages
Jasonshire, VA 27399. 
I am having trouble with my medical claim, my employee ID is EMP146-75-5006 and amount was $52.24. 
The payment was made through my credit card 4306891501113. 
My other details such as designation is Television camera operator email is ricky54@gmail.com and postal code is 65964. 
Please resolve my issue asap.",name address ssn money credit_card_number job mail zip_code,1
24,176,0,2,3,"Hi,I am Marie Woods and my employee ID is EMP760-99-9925. 
I am having trouble with my travel claim, my expense amount was $3,776.23 for reimbursement.
 My other details such as designation is Psychologist, educational and email is sandra74@gmail.com. 
The payment was done with given credit card number 4973239981080666512 and credit card type JCB 16 digit.",name ssn money job mail credit_card_number cc_provider,1
25,92,4,0,3,"Hi team, I want to upgrade the Cornerstone for my project requirements. Kidly do the needful.",software,0
26,71,4,7,2,"I recently purchased Air Purifier for the amount $15,274.13 on date 2022-07-23, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 2002-12-07 from my home 7012 Steven Way
Murrayland, NE 30461 and initiate a refund to my credit card 180009245241248.",product_name money date date residence credit_card_number,1
27,73,3,3,3,"Hi team, my be leave balance shown in the system is not correct as of 1993-05-02. The leave shown are less. Please resolve the issue.",date,0
28,25,4,6,1,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
29,88,2,4,3,"Hi I am Alicia Kelly, currently working as Building services engineer. I want to upskill and move up the ladder. For that i need access to few educational resources listed below. Please approve the access for same",name job,1
30,46,3,6,2,"Hi, I have been logged out of my account and cannot login back. my username is opatterson. Please resolve it.",username,0
31,72,3,7,2,"I recently purchased Washing Machine for the amount $44,524.89 on date 1995-12-18, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 1995-10-17 from my home 03002 Smith Lakes Suite 848
Jamesmouth, ND 17729 and initiate a refund to my credit card 576700441289.",product_name money date date residence credit_card_number,1
32,149,2,3,2,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
33,146,4,7,2,"I recently purchased Refrigerator for the amount $84.91 on date 1987-04-24, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 1999-07-26 from my home Unit 8867 Box 0901
DPO AE 38429 and initiate a refund to my credit card 3575709234721384.",product_name money date date residence credit_card_number,1
34,126,1,6,2,"Hi, I have been logged out of my account and cannot login back. my username is adriennemcclain. Please resolve it.",username,0
35,93,2,2,3,"Hi,I am Nathaniel Singleton and my employee ID is EMP749-12-3296. 
I am having trouble with my travel claim, my expense amount was $6,442.49 for reimbursement. 
My other details such as email is bakermichelle@gmail.com and postal code is 69269 and account number is ECGN55859209671839. 
Please look into matter asap. My place of residence is 210 Deleon Lodge Suite 552
Lake Katherineton, CO 80308.",name ssn money mail zip_code bank_account_number address,1
36,4,0,7,3,"I am experiencing technical issues with Washing Machine. It shows error code 500. I have tried troubleshooting by going through help documents, but the issue still persists. Please assist me in resolving the issue. My account details are: username zramos, Email davidcarson@yahoo.com.",product_name username mail,1
37,118,1,4,3,"Hi Team, can you please confirm whether on the 2014-09-12 we have a vacation or not as in my state it is a regional festival.",date,0
38,53,1,2,2,"Hi,I am Michelle Reed and my employee ID is EMP788-52-2527. 
I am having trouble with my travel claim, my expense amount was $200.08 for reimbursement. 
My other details such as email is duane01@hotmail.com and postal code is 89022 and account number is EJNY89767981827141. 
Please look into matter asap. My place of residence is 64085 Austin Park Suite 551
Reedfort, IL 02430.",name ssn money mail zip_code bank_account_number address,1
39,23,1,5,3,Hi I want to apply for the cashless mode of hospitalization. please provide me the list of hospital that provide cashless mode in my city Barrettside.,city,0
40,51,4,6,2,"I have recently moved and would like to update my account information with my new address. My new address is 0762 Figueroa Harbor Suite 484
West Kathrynview, PW 80407. Please assist me with updating my account information.",residence,1
41,11,3,3,3,"Hi team, I want a leave from 2003-11-25 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Michelle Davis, designation Food technologist",date name job,1
42,188,1,6,3,"Hi team, I need access to the intern portal. please enable it for me.",,0
43,76,1,4,3,"Dear team, I want more members in my team. The project requires more skilled employee for the early completion of client project. My employee id is 618-82-8222. Please initiate the recruitment under my project. thanks",ssn,1
44,106,3,2,3,"Dear team, I am shifting to Taylorfort from North Brianborough due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
45,108,0,2,3,"Hi, I need $29.59 for my international business travel that is on 2004-10-28 please see the attached itinerary and approval. Thank you.",money date,0
46,101,4,6,2,"Hi team, I need access to the intern portal. please enable it for me.",,0
47,170,2,3,0,"Hi team, I want a leave from 2010-11-15 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Jessica Potts DDS, designation Amenity horticulturist",date name job,1
48,53,1,1,2,"Hi, I need a corporate credit card for my international travel with the $54,619.99. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
49,180,3,6,3,"I am unable to log in to my account. My credentials are, username codylane, email ricky54@gmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
50,188,1,7,3,"Hi team, I need the catalogue of available Dehumidifier for purchase with the price listed. Please send me the catalogue.",product_name,0
51,150,1,0,2,Hi team I want to access https://taylor-gardner.biz/ website for research purpose kindly remove the site from the proxy,url,0
52,66,3,6,3,"I have recently moved and would like to update my account information with my new address. My new address is 4833 Maria Shore Suite 878
Bonniemouth, NE 45829. Please assist me with updating my account information.",residence,1
53,53,1,1,2,"Hi, my team needs a new Blender for the project kindly help us to come up with the quote for the said product.",product_name,0
54,77,0,2,3,"Dear team, I am shifting to Jamesborough from South Emily due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
55,4,0,5,2,Hi I want to apply for the cashless mode of hospitalization. please provide me the list of hospital that provide cashless mode in my city New Christinahaven.,city,0
56,154,3,3,2,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
57,28,3,2,0,"Dear team, I am shifting to North Alexandra from Christianshire due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
58,3,1,1,0,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
59,141,0,6,2,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
60,37,4,7,3,"I recently purchased Refrigerator for the amount $30.36 on date 1981-06-16, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 2011-06-01 from my home 1484 Daniel Drive Suite 793
Brianshire, RI 02910 and initiate a refund to my credit card 4470923895799241.",product_name money date date residence credit_card_number,1
61,135,3,4,2,"Dear team, I want more members in my team. The project requires more skilled employee for the early completion of client project. My employee id is 364-42-3444. Please initiate the recruitment under my project. thanks",ssn,1
62,66,3,2,3,"Dear team, I am shifting to East Ralph from West Russellberg due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
63,185,4,1,2,"Hi, I need a corporate credit card for my international travel with the $2.06. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
64,94,2,6,2,"I have recently moved and would like to update my account information with my new address. My new address is 4465 Silva Ports Suite 194
Marshalltown, TN 80692. Please assist me with updating my account information.",residence,1
65,192,0,5,2,"Hi, I had applied for the claim on 2007-12-18. I can see there is no progress on the claim. Please expedite the claim process.",date,0
66,117,0,1,3,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
67,46,3,5,3,"Hi,I am Erica Delacruz and from 18809 Garcia Valleys
Davidfort, RI 40564. 
I am having trouble with my medical claim, my employee ID is EMP246-18-4447 and amount was $826.81. 
The payment was made through my credit card 213142261506144. 
My other details such as designation is Engineer, mining email is gwendolynmcfarland@yahoo.com and postal code is 84762. 
Please resolve my issue asap.",name address ssn money credit_card_number job mail zip_code,1
68,30,0,0,0,"hi team, I am Roger Phillips and my employee id is 711-89-5364. I need the installation of BlackLine for the development purpose. I have attached required approvals in the attachment. thank you.",name ssn software,1
69,159,4,6,3,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
70,8,0,6,3,"Hi, I have been logged out of my account and cannot login back. my username is michael01. Please resolve it.",username,0
71,3,1,0,2,"Hi, I want the installation of python package spacy. It is required for the development. I am attaching the approval of my manager. PFA. Thank you",python_package,1
72,194,4,0,3,"Hi, I want the installation of python package spacy. It is required for the development. I am attaching the approval of my manager. PFA. Thank you",python_package,1
73,112,1,7,2,"Hi team, I need the catalogue of available Microwave for purchase with the price listed. Please send me the catalogue.",product_name,0
74,159,4,1,2,"Hi,I am Carl Hart and my employee ID is EMP172-60-6812. 
I am having trouble with my hardware claim, my expense amount was $8.70 for reimbursement. 
My other details such as designation is Careers adviser, userid ann07 and email is martinezlucas@hotmail.com.",name ssn money job username mail,1
75,80,0,0,3,Hi team my mailbox is full and I need require more storage for my mailbox. I cannot delete existing mail as they are important client mails,,0
76,51,4,2,3,"Hi,I am Morgan Arnold and my employee ID is EMP717-09-0083. 
I am having trouble with my travel claim, my expense amount was $0.71 for reimbursement. 
My other details such as email is erik03@hotmail.com and postal code is 80407 and account number is ANVN94918010474020. 
Please look into matter asap. My place of residence is 46470 Tonya Villages
West Ashleyside, NY 08484.",name ssn money mail zip_code bank_account_number address,1
77,157,2,4,2,Hi HR team I want to refer my friend for the Fine artist but I cannot access the referral site. Can you please accept this referral through this mail.,job,0
78,46,3,0,2,"Hi team, I am not able to run Wolfrom in my system due to internal error. Please see the attached error and resolve the issue",software,0
79,146,4,4,3,"Hi team, I want to avail the maternity benefit from 1999-09-25. My employee ID is 596-89-8183 and designation is Mental health nurse. Kindly approve the same. Ihave attched the required documents. PFA",date ssn job,1
80,87,2,7,3,"Hi, I have a need of Blender in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
81,158,1,3,3,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
82,68,2,6,2,"Hi team, I need access to the intern portal. please enable it for me.",,0
83,151,3,5,3,"Hi, I had applied for the claim on 2007-01-20. I can see there is no progress on the claim. Please expedite the claim process.",date,0
84,38,1,1,0,"Hi,I am Amanda Williams and my employee ID is EMP766-78-3488. 
I am having trouble with my hardware claim, my expense amount was $0.80 for reimbursement. 
My other details such as designation is Advice worker, userid elizabethtran and email is hford@gmail.com.",name ssn money job username mail,1
85,184,3,4,2,"Hi team, I want to avail the maternity benefit from 2021-09-16. My employee ID is 007-32-9734 and designation is Scientist, forensic. Kindly approve the same. Ihave attched the required documents. PFA",date ssn job,1
86,31,3,2,3,"Hi,I am Kimberly Hodges and my employee ID is EMP148-38-2142. 
I am having trouble with my travel claim, my expense amount was $154.03 for reimbursement.
 My other details such as designation is Designer, interior/spatial and email is lauramoore@hotmail.com. 
The payment was done with given credit card number 4142106674357 and credit card type Maestro.",name ssn money job mail credit_card_number cc_provider,1
87,94,2,6,2,"I am unable to log in to my account. My credentials are, username pcook, email adam38@gmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
88,199,1,0,0,"Hi, I want the installation of python package qt5. It is required for the development. I am attaching the approval of my manager. PFA. Thank you",python_package,1
89,152,1,1,2,"Hi,I am Adam Brown and my employee ID is EMP505-63-6875. 
I am having trouble with my hardware claim, my expense amount was $95,277.75 for reimbursement. 
My other details such as designation is Secretary/administrator, userid juliavaughan and email is justin11@hotmail.com.",name ssn money job username mail,1
90,153,3,6,2,"Hi, I have been logged out of my account and cannot login back. my username is nlewis. Please resolve it.",username,0
91,195,1,5,2,"hi, what are the documents needed for new enrollment in health insurance. Please guide me.",,0
92,130,0,5,2,"hi, what are the documents needed for new enrollment in health insurance. Please guide me.",,0
93,194,4,3,2,"Hi team, my be leave balance shown in the system is not correct as of 2008-03-09. The leave shown are less. Please resolve the issue.",date,0
94,87,2,1,2,"Hi,I am Stephen Green and my employee ID is EMP829-54-7421. 
I am having trouble with my hardware claim, my expense amount was $9,169.13 for reimbursement. 
My other details such as designation is Armed forces logistics/support/administrative officer, userid johnavila and email is vdavies@gmail.com.",name ssn money job username mail,1
95,113,4,4,3,"Hi Team, can you please confirm whether on the 2003-08-16 we have a vacation or not as in my state it is a regional festival.",date,0
96,28,3,3,2,"Hi team, I am Earl Mckenzie, employee id 336-41-6584. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
97,63,0,1,3,"Hi, my team needs a new Hair Dryer for the project kindly help us to come up with the quote for the said product.",product_name,0
98,143,0,1,1,I noticed unauthorized transactions on my credit card statement for the amount of $7.47 on 2014-03-14. The transactions are listed as Dixon-Pratt. I did not authorize these transactions and would like them to be reversed immediately to my credit card 3520822152616449.,money date company credit_card_number,1
99,83,0,0,3,Hi team I want to access http://sweeney.info/ website for research purpose kindly remove the site from the proxy. My employee id is 114-78-4464 and my profile is Television camera operator.,url ssn job,1
100,28,3,6,3,"I have recently moved and would like to update my account information with my new address. My new address is PSC 8060, Box 4326
APO AE 67838. Please assist me with updating my account information.",residence,1
101,106,3,1,3,"I made a payment of $9,738.35 for my account on 2013-06-18, but it has not been credited yet. The payment was made using my credit card 2696705681001458. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is cnorman@yahoo.com and phone number is 9977549917977",money date credit_card_number mail phone_number,1
102,32,3,2,1,"Hi, I need $642.04 for my international business travel that is on 1983-01-24 please see the attached itinerary and approval. Thank you.",money date,0
103,38,1,5,3,"hi, what are the documents needed for new enrollment in health insurance. Please guide me.",,0
104,124,0,6,3,"Hi team, I need access to the intern portal. please enable it for me.",,0
105,8,0,0,3,Hi team I want to access https://holt.info/ website for research purpose kindly remove the site from the proxy. My employee id is 590-57-7077 and my profile is Sports therapist.,url ssn job,1
106,7,0,4,2,"Hi I am Nancy Villa, currently working as Recycling officer. I want to upskill and move up the ladder. For that i need access to few educational resources listed below. Please approve the access for same",name job,1
107,47,0,2,0,"Hi, I need $49,808.33 for my international business travel that is on 1997-05-07 please see the attached itinerary and approval. Thank you.",money date,0
108,163,3,2,3,"Hi,I am Danny Griffith MD and my employee ID is EMP222-41-9632. 
I am having trouble with my travel claim, my expense amount was $55,973.73 for reimbursement.
 My other details such as designation is Scientific laboratory technician and email is christopherbrown@hotmail.com. 
The payment was done with given credit card number 3577255800124189 and credit card type Maestro.",name ssn money job mail credit_card_number cc_provider,1
109,92,4,1,3,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
110,134,2,5,3,"hi, what are the documents needed for new enrollment in health insurance. Please guide me.",,0
111,186,1,6,2,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
