ticket_id,user_id,customer,category,priority,description,attribute_list,sensitive_flag
0,43,0,1,2,"Hi,I am Deborah Mendez and my employee ID is EMP760-18-5383. 
I am having trouble with my hardware claim, my expense amount was $20,838.14 for reimbursement. 
My other details such as designation is Solicitor, Scotland, userid hallmatthew and email is stantonjonathan@gmail.com.",name ssn money job username mail,1
1,126,3,1,3,"Hi, I need a corporate credit card for my international travel with the $13,206.18. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
2,17,4,0,2,"hi team, I am Teresa Johnson and my employee id is 868-03-6419. I need the installation of Procore for the development purpose. I have attached required approvals in the attachment. thank you.",name ssn software,1
3,130,1,1,2,"Hi, my team needs a new Garbage Disposal Unit for the project kindly help us to come up with the quote for the said product.",product_name,0
4,112,1,1,3,"Hi, my team needs a new Hair Dryer for the project kindly help us to come up with the quote for the said product.",product_name,0
5,145,0,4,1,"Dear team, I want more members in my team. The project requires more skilled employee for the early completion of client project. My employee id is 236-95-1310. Please initiate the recruitment under my project. thanks",ssn,1
6,39,0,0,2,"Hi, I want the installation of python package qt5. It is required for the development. I am attaching the approval of my manager. PFA. Thank you",python_package,1
7,60,1,3,1,"Hi team, I am Hailey Campbell, employee id 703-18-3662. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
8,19,0,5,1,"Hi, I had applied for the claim on 1994-09-12. I can see there is no progress on the claim. Please expedite the claim process.",date,0
9,87,2,7,0,"I am experiencing technical issues with Toaster. It shows error code 500. I have tried troubleshooting by going through help documents, but the issue still persists. Please assist me in resolving the issue. My account details are: username amy98, Email jennadeleon@gmail.com.",product_name username mail,1
10,156,3,2,3,"Hi,I am Angelica Rogers and my employee ID is EMP299-71-4329. 
I am having trouble with my travel claim, my expense amount was $7,178.00 for reimbursement. 
My other details such as email is zjohnson@yahoo.com and postal code is 62496 and account number is GXVH52464637077980. 
Please look into matter asap. My place of residence is 2316 Jerome Bridge
Josephmouth, KY 38959.",name ssn money mail zip_code bank_account_number address,1
11,71,4,0,2,"Hi, I want the installation of python package Django. It is required for the development. I am attaching the approval of my manager. PFA. Thank you",python_package,1
12,138,4,1,2,"I made a payment of $6.58 for my account on 2007-08-24, but it has not been credited yet. The payment was made using my credit card 4251432929028507. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is mcdanielgregory@gmail.com and phone number is 2646955751645",money date credit_card_number mail phone_number,1
13,107,2,4,3,"Hi Team, can you please confirm whether on the 2014-08-09 we have a vacation or not as in my state it is a regional festival.",date,0
14,61,0,3,3,"Hi team, I am Melissa Reed, employee id 536-44-7004. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
15,101,3,2,3,"Hi,I am Anita Velazquez and my employee ID is EMP642-11-8119. 
I am having trouble with my travel claim, my expense amount was $1.76 for reimbursement.
 My other details such as designation is Commissioning editor and email is alanbaker@yahoo.com. 
The payment was done with given credit card number 2705705319851596 and credit card type VISA 19 digit.",name ssn money job mail credit_card_number cc_provider,1
16,158,3,0,3,Hi team I want to access http://hunter.org/ website for research purpose kindly remove the site from the proxy. My employee id is 075-46-3729 and my profile is Paramedic.,url ssn job,1
17,8,2,7,3,"I am experiencing technical issues with Waffle Iron. It shows error code 500. I have tried troubleshooting by going through help documents, but the issue still persists. Please assist me in resolving the issue. My account details are: username brooke56, Email twhite@gmail.com.",product_name username mail,1
18,193,3,4,2,"Hi I am Rick Griffin MD, currently working as Secondary school teacher. I want to upskill and move up the ladder. For that i need access to few educational resources listed below. Please approve the access for same",name job,1
19,79,0,7,3,"I am experiencing technical issues with Dryer. It shows error code 500. I have tried troubleshooting by going through help documents, but the issue still persists. Please assist me in resolving the issue. My account details are: username erin68, Email natashajohnson@yahoo.com.",product_name username mail,1
20,24,3,1,2,"Hi,I am Stephanie Davis and my employee ID is EMP498-77-9971. 
I am having trouble with my hardware claim, my expense amount was $707.41 for reimbursement. 
My other details such as designation is Soil scientist, userid daniel71 and email is sarahshepherd@yahoo.com.",name ssn money job username mail,1
21,30,2,5,2,"Hi,I am Mrs. Brooke Rodgers and I work in Duncan Inc. My employee ID is EMP887-87-1250. 
I am having trouble with health account, my userid is jameschung and amount was $272.68. 
My postal code is 05834. My country of residence is PSC 7824, Box 4046
APO AE 89550. 
Please look into matter asap.",name company ssn username money zip_code address,1
22,6,0,7,2,"Hi team, I need the catalogue of available Refrigerator for purchase with the price listed. Please send me the catalogue.",product_name,0
23,4,2,4,3,"Hi Team, I was wondering whether this Aeronautical engineer is still available in this team. I want to refer my friend for this role. please confirm.",job,0
24,84,4,3,3,"Hi team, I am Autumn Riggs, employee id 660-95-0566. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
25,91,0,7,3,"I am experiencing technical issues with Sewing Machine. It shows error code 500. I have tried troubleshooting by going through help documents, but the issue still persists. Please assist me in resolving the issue. My account details are: username mariahjohnson, Email gary60@gmail.com.",product_name username mail,1
26,121,1,0,2,Hi team my mailbox is full and I need require more storage for my mailbox. I cannot delete existing mail as they are important client mails,,0
27,120,4,3,2,"Hi team, I am Cory Moyer, employee id 114-10-2711. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
28,197,0,4,3,"Dear team, I want more members in my team. The project requires more skilled employee for the early completion of client project. My employee id is 117-92-9096. Please initiate the recruitment under my project. thanks",ssn,1
29,108,1,6,3,"I am unable to log in to my account. My credentials are, username christopher68, email smithmarc@gmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
30,67,1,3,2,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
31,199,0,6,1,"I have recently moved and would like to update my account information with my new address. My new address is 9254 Newton Branch
East Randychester, HI 21168. Please assist me with updating my account information.",residence,1
32,12,1,5,0,"Hi,I am Chad Mills and I work in Russo PLC. My employee ID is EMP305-53-1903. 
I am having trouble with health account, my userid is timothy46 and amount was $1,288.90. 
My postal code is 19426. My country of residence is 9401 Vincent Burgs Apt. 207
East Erin, OR 36742. 
Please look into matter asap.",name company ssn username money zip_code address,1
33,164,1,3,2,"Hi team, I am Ryan Avila, employee id 401-71-0201. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
34,24,3,4,3,Hi HR team I want to refer my friend for the Soil scientist but I cannot access the referral site. Can you please accept this referral through this mail.,job,0
35,47,3,7,3,"I recently purchased Humidifier for the amount $1,859.31 on date 2020-03-18, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 2005-12-02 from my home 596 Amanda Harbors
South Katrina, AZ 20390 and initiate a refund to my credit card 3598734492392952.",product_name money date date residence credit_card_number,1
36,164,1,1,3,"I made a payment of $60.53 for my account on 2005-12-28, but it has not been credited yet. The payment was made using my credit card 676148244061. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is malik76@gmail.com and phone number is 5771211851783",money date credit_card_number mail phone_number,1
37,116,2,6,2,"Hi, I have been logged out of my account and cannot login back. my username is nicoleroth. Please resolve it.",username,0
38,113,0,1,1,"Hi, my team needs a new Ceiling Fan for the project kindly help us to come up with the quote for the said product.",product_name,0
39,16,3,3,1,"Hi, I have applied for the sick leave on 2000-05-06 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
40,1,0,5,3,"Hi,I am Judy Alvarado and my employee ID is EMP119-77-2029 from Weaver, Mahoney and Ruiz. 
I am having trouble with health account, my National Health Scheme number is 119-77-2029 and amount was $1.08. 
My other details such as email is gardnerjack@gmail.com and postal code is 29977. 
Please look into matter. My place of residence is 2396 Kim Lane
Thompsonhaven, MP 43857.",name ssn company ssn money mail zip_code address,1
41,87,2,3,3,"Hi team, my be leave balance shown in the system is not correct as of 1984-04-09. The leave shown are less. Please resolve the issue.",date,0
42,157,2,1,3,"Hi, my team needs a new Toaster for the project kindly help us to come up with the quote for the said product.",product_name,0
43,31,2,5,3,"Hi, I had applied for the claim on 1970-02-07. I can see there is no progress on the claim. Please expedite the claim process.",date,0
44,164,1,5,1,"Hi,I am Ryan Avila and from 391 Turner Greens
Lake Annaview, OH 10204. 
I am having trouble with my medical claim, my employee ID is EMP401-71-0201 and amount was $28.64. 
The payment was made through my credit card 30226400755893. 
My other details such as designation is Administrator email is malik76@gmail.com and postal code is 24717. 
Please resolve my issue asap.",name address ssn money credit_card_number job mail zip_code,1
45,90,0,0,1,"Hi team, I want to upgrade the Ananconda for my project requirements. Kidly do the needful.",software,0
46,30,2,4,3,"Hi HR team I want to refer my friend for the Engineer, energy but I cannot access the referral site. Can you please accept this referral through this mail.",job,0
47,141,3,7,3,"Hi, I have a need of Dishwasher in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
48,17,4,6,3,"I am unable to log in to my account. My credentials are, username edwardjacobs, email juanmartinez@hotmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
