ticket_id,user_id,customer,category,priority,description,attribute_list,sensitive_flag
0,106,4,1,1,"Hi, my team needs a new Microwave for the project kindly help us to come up with the quote for the said product.",product_name,0
1,134,0,6,2,"I am unable to log in to my account. My credentials are, username margaretwilson, email ythompson@gmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
2,51,0,5,0,"Hi,I am Eric Acevedo and I work in Jones PLC. My employee ID is EMP821-74-4019. 
I am having trouble with health account, my userid is ryanschneider and amount was $9.70. 
My postal code is 15211. My country of residence is 91368 Massey Shore Apt. 392
North Edwardside, AK 95828. 
Please look into matter asap.",name company ssn username money zip_code address,1
3,167,3,1,1,"I made a payment of $42.10 for my account on 1992-09-11, but it has not been credited yet. The payment was made using my credit card 4159413692622992. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is johnwilkerson@yahoo.com and phone number is 5862605869564",money date credit_card_number mail phone_number,1
4,87,1,2,1,"Dear team, I am shifting to South Amy from Murphyland due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
5,121,2,1,3,"Hi,I am Ryan Chandler and my employee ID is EMP819-56-8261. 
I am having trouble with my hardware claim, my expense amount was $196.61 for reimbursement. 
My other details such as designation is Engineer, production, userid colemansarah and email is jcarr@hotmail.com.",name ssn money job username mail,1
6,161,1,6,3,"I have recently moved and would like to update my account information with my new address. My new address is 773 Keller Corners
Martinmouth, UT 74841. Please assist me with updating my account information.",residence,1
7,121,2,4,0,"Hi team, I want to avail the maternity benefit from 2015-07-22. My employee ID is 819-56-8261 and designation is Engineer, production. Kindly approve the same. Ihave attched the required documents. PFA",date ssn job,1
8,14,2,2,1,"Dear team, I am shifting to New William from Kathyland due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
9,73,2,0,3,"Hi team, I want to upgrade the Cornerstone for my project requirements. Kidly do the needful.",software,0
10,171,4,5,3,"Hi,I am Russell Daniels and my employee ID is EMP253-15-6665 from Scott Ltd. 
I am having trouble with health account, my National Health Scheme number is 253-15-6665 and amount was $7,073.97. 
My other details such as email is rodriguezmelissa@yahoo.com and postal code is 35114. 
Please look into matter. My place of residence is 119 Molly Creek
Scottton, AZ 92767.",name ssn company ssn money mail zip_code address,1
11,83,1,6,3,"I have recently moved and would like to update my account information with my new address. My new address is 249 Scott Tunnel
Port Stephanie, CA 11093. Please assist me with updating my account information.",residence,1
12,98,4,7,2,"Hi, I have a need of Air Purifier in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
13,193,2,1,2,"Hi,I am Natalie Smith and my employee ID is EMP328-78-6437. 
I am having trouble with my hardware claim, my expense amount was $495.89 for reimbursement. 
My other details such as designation is Surveyor, rural practice, userid sandy25 and email is john17@hotmail.com.",name ssn money job username mail,1
14,31,2,4,3,"Dear team, I want more members in my team. The project requires more skilled employee for the early completion of client project. My employee id is 086-89-1902. Please initiate the recruitment under my project. thanks",ssn,1
15,99,3,1,3,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
16,87,1,5,3,"hi, what are the documents needed for new enrollment in health insurance. Please guide me.",,0
17,59,2,6,2,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
18,145,1,4,2,"Hi I am Margaret Anderson, currently working as Equities trader. I want to upskill and move up the ladder. For that i need access to few educational resources listed below. Please approve the access for same",name job,1
19,37,2,6,3,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
20,9,0,0,2,"Hi, I want the installation of python package numpy. It is required for the development. I am attaching the approval of my manager. PFA. Thank you",python_package,1
21,30,0,3,0,"Hi, I have applied for the sick leave on 1995-03-23 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
22,87,1,2,2,"Hi,I am Jacqueline Smith and my employee ID is EMP214-81-1523. 
I am having trouble with my travel claim, my expense amount was $99,538.22 for reimbursement. 
My other details such as email is wadekeith@yahoo.com and postal code is 25937 and account number is UAPN60375660327103. 
Please look into matter asap. My place of residence is Unit 3654 Box 6355
DPO AA 31909.",name ssn money mail zip_code bank_account_number address,1
23,11,4,1,3,I noticed unauthorized transactions on my credit card statement for the amount of $6.56 on 1995-07-17. The transactions are listed as Howard Ltd. I did not authorize these transactions and would like them to be reversed immediately to my credit card 4707990508958782.,money date company credit_card_number,1
24,13,3,0,0,"Hi, I need to the installation of ServiceNow for development purpose of my project.",software,0
25,3,4,0,3,"Hi, I want the installation of python package Django. It is required for the development. I am attaching the approval of my manager. PFA. Thank you",python_package,1
26,38,2,6,3,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
27,15,4,2,2,"Hi,I am Jessica Simpson and my employee ID is EMP406-60-8403. 
I am having trouble with my travel claim, my expense amount was $12,228.05 for reimbursement.
 My other details such as designation is Personal assistant and email is sotojacqueline@gmail.com. 
The payment was done with given credit card number 588238263267 and credit card type JCB 16 digit.",name ssn money job mail credit_card_number cc_provider,1
28,75,4,5,3,"Hi,I am Aaron Lane and my employee ID is EMP706-51-0541 from Hughes, Ballard and Lynch. 
I am having trouble with health account, my National Health Scheme number is 706-51-0541 and amount was $932.44. 
My other details such as email is susanmiller@yahoo.com and postal code is 00717. 
Please look into matter. My place of residence is 370 Bush Crossing
Jerryfort, MN 19999.",name ssn company ssn money mail zip_code address,1
29,85,0,1,3,"Hi,I am Holly Wolf and my employee ID is EMP413-19-3943. 
I am having trouble with my hardware claim, my expense amount was $55,407.27 for reimbursement. 
My other details such as designation is Scientist, clinical (histocompatibility and immunogenetics), userid phenderson and email is francocolleen@gmail.com.",name ssn money job username mail,1
