ticket_id,user_id,customer,category,priority,description,attribute_list,sensitive_flag
0,172,3,7,2,"Hi team, I need the catalogue of available Vacuum Cleaner for purchase with the price listed. Please send me the catalogue.",product_name,0
1,126,1,6,3,"I am unable to log in to my account. My credentials are, username lewisjacob, email chad36@hotmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
2,39,2,1,3,"I made a payment of $4.97 for my account on 2007-12-07, but it has not been credited yet. The payment was made using my credit card 6537742601887942. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is ylandry@hotmail.com and phone number is 5836951164673",money date credit_card_number mail phone_number,1
3,140,0,3,2,"Hi, I have applied for the sick leave on 2012-01-23 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
4,140,0,3,3,"Hi team, I am Vicki Thompson, employee id 429-55-4700. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
5,129,2,6,2,"I have recently moved and would like to update my account information with my new address. My new address is 9717 Debbie Drives
Scottshire, MD 48731. Please assist me with updating my account information.",residence,1
6,70,3,4,2,"Hi Team, I was wondering whether this Soil scientist is still available in this team. I want to refer my friend for this role. please confirm.",job,0
7,63,3,3,2,"Hi team, my be leave balance shown in the system is not correct as of 2014-11-23. The leave shown are less. Please resolve the issue.",date,0
8,131,1,1,2,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
9,47,1,1,2,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
10,191,3,6,3,"I am unable to log in to my account. My credentials are, username jessica98, email xbarnett@gmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
11,3,2,2,3,"Hi,I am Lauren Davis and my employee ID is EMP830-40-4076. 
I am having trouble with my travel claim, my expense amount was $99,215.86 for reimbursement. 
My other details such as email is bendermadison@hotmail.com and postal code is 41163 and account number is JHWH96202079095353. 
Please look into matter asap. My place of residence is 3860 Lawrence Parkway Apt. 841
Holtborough, MP 94884.",name ssn money mail zip_code bank_account_number address,1
12,130,1,0,2,"Hi team I want to access https://yu.com/ website for research purpose kindly remove the site from the proxy. My employee id is 505-11-8751 and my profile is Teacher, primary school.",url ssn job,1
13,129,2,6,3,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
14,164,3,1,2,"I made a payment of $5.28 for my account on 2015-06-11, but it has not been credited yet. The payment was made using my credit card 341554447010384. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is clewis@yahoo.com and phone number is 3006918814714",money date credit_card_number mail phone_number,1
15,144,4,7,3,"Hi team, I need the catalogue of available Air Purifier for purchase with the price listed. Please send me the catalogue.",product_name,0
16,29,3,1,3,"Hi, I need a corporate credit card for my international travel with the $78,979.10. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
17,27,0,2,2,"Dear team, I am shifting to West Heatherport from Jeanneport due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
18,172,3,5,3,"Hi,I am Christine Frazier and I work in Gonzalez, Gutierrez and Maldonado. My employee ID is EMP770-30-1128. 
I am having trouble with health account, my userid is cdominguez and amount was $4,045.53. 
My postal code is 32031. My country of residence is 5724 Nancy Isle Suite 003
West Ryan, WI 11502. 
Please look into matter asap.",name company ssn username money zip_code address,1
